title,isbn_10,isbn_13,amazon_url
"Tristan Strong Punches a Hole in the Sky (A Tristan Strong Novel, Book 1) (Tristan Strong, 1)",1368042414,978-1368042413,https://www.amazon.com/Tristan-Strong-Punches-Hole-Novel/dp/1368042414/ref=sr_1_305?dchild=1&keywords=African+American+Children+Books&qid=1620150908&sr=8-305
Bubble Kisses,145493834X,978-1454938347,https://www.amazon.com/Bubble-Kisses-Vanessa-Williams/dp/145493834X/ref=sr_1_306?dchild=1&keywords=African+American+Children+Books&qid=1620150908&sr=8-306
The One Book,1735180319,978-1735180311,https://www.amazon.com/One-Book-Moses-D-Powe/dp/1735180319/ref=sr_1_307?dchild=1&keywords=African+American+Children+Books&qid=1620150908&sr=8-307
"Meet The Mermaids; Hi, I'm Zari - Charming Mermaid Book For Kids Featuring Zari, An African American Mermaid - 32 Page Childrens Picture Book",1952694035,978-1952694035,https://www.amazon.com/Meet-Mermaids-Zari-Featuring-Childrens/dp/1952694035/ref=sr_1_308?dchild=1&keywords=African+American+Children+Books&qid=1620150908&sr=8-308
Great African Americans Coloring Book (Dover History Coloring Book),486288781,978-0486288789,https://www.amazon.com/Great-African-Americans-Coloring-History/dp/0486288781/ref=sr_1_309?dchild=1&keywords=African+American+Children+Books&qid=1620150908&sr=8-309
Homemade Love [Board Book],1484799356,978-1484799352,https://www.amazon.com/Homemade-Love-Board-Book-Hooks/dp/1484799356/ref=sr_1_310?dchild=1&keywords=African+American+Children+Books&qid=1620150908&sr=8-310
Kallaloo! A Caribbean Tale,1934370371,978-1934370377,https://www.amazon.com/Kallaloo-Caribbean-Phillis-David-Gershator/dp/1934370371/ref=sr_1_1?dchild=1&keywords=Caribbean+Children+Books&qid=1620159552&sr=8-1
"Kwéyòl Creatures Animal & Insects: English to Creole kids book | Caribbean children's book | Colourful 8.5"" by 8.5"" illustrated with English to Kwéyòl translations (My First Kwéyòl Books)",1838213414,978-1838213411,https://www.amazon.com/Kw%C3%A9y%C3%B2l-Creatures-Animal-Insects-translations/dp/1838213414/ref=sr_1_2?dchild=1&keywords=Caribbean+Children+Books&qid=1620159552&sr=8-2
Caribbean Dream (Picture Puffins),698119444,978-0698119444,https://www.amazon.com/Caribbean-Picture-Puffins-Rachel-Isadora/dp/0698119444/ref=sr_1_3?dchild=1&keywords=Caribbean+Children+Books&qid=1620159552&sr=8-3
The Big Book of Central America and the Caribbean - Geography Facts Book | Children's Geography & Culture Books,154191127X,978-1541911277,https://www.amazon.com/Big-Book-Central-America-Caribbean/dp/154191127X/ref=sr_1_4?dchild=1&keywords=Caribbean+Children+Books&qid=1620159552&sr=8-4
"My First Kwéyòl Alphabet & Numbers: English to Creole kids book | Colourful 8.5"" by 8.5"" illustrated with English to Kwéyòl translations | Caribbean children's book (My First Kwéyòl books)",1838213406,978-1838213404,https://www.amazon.com/First-Kw%C3%A9y%C3%B2l-Alphabet-Numbers-translations/dp/1838213406/ref=sr_1_5?dchild=1&keywords=Caribbean+Children+Books&qid=1620159552&sr=8-5
Caribbean A-Z Activity Book,,979-8695401745,https://www.amazon.com/Caribbean-Activity-Laura-Louise-Bruce/dp/B08N1QHGHK/ref=sr_1_7?dchild=1&keywords=Caribbean+Children+Books&qid=1620159552&sr=8-7
"Kwéyòl The body & me: English to Creole | Colourful 8.5"" by 8.5"" illustrated with English to Kwéyòl translations | Caribbean children's book (My First Kwéyòl 3)",,,https://www.amazon.com/Kw%C3%A9y%C3%B2l-body-Colourful-illustrated-translations-ebook/dp/B08RWDTTDD/ref=sr_1_8?dchild=1&keywords=Caribbean+Children+Books&qid=1620159552&sr=8-8
"Pirate coloring book: For kids Age 2-4, 3-6, 5-8 Ans Girls & Boys | Pirates Coloring Book For Childrens with Pirates, Boat, Treasure, Caribbean, ... Boarding | Summer Activity Book Vacation.",,979-8642551592,https://www.amazon.com/Pirate-coloring-book-Childrens-Caribbean/dp/B087SHQM5M/ref=sr_1_9?dchild=1&keywords=Caribbean+Children+Books&qid=1620159552&sr=8-9
Orishas The Children's Book (Part 2),1794506411,978-1794506411,https://www.amazon.com/Orishas-Childrens-Book-Part-2/dp/1794506411/ref=sr_1_10?dchild=1&keywords=Caribbean+Children+Books&qid=1620159552&sr=8-10
Ava's Caribbean ABC,578840405,978-0578840406,https://www.amazon.com/Avas-Caribbean-Lois-Marshall-Barker/dp/0578840405/ref=sr_1_11?dchild=1&keywords=Caribbean+Children+Books&qid=1620159552&sr=8-11
Happy within/ Feliz por dentro: English - Brazilian Portuguese Bilingual edition (Portuguese Edition),1916395635,978-1916395633,https://www.amazon.com/Happy-within-Feliz-por-dentro/dp/1916395635/ref=sr_1_12?dchild=1&keywords=Caribbean+Children+Books&qid=1620159552&sr=8-12
Freedom Soup,763689777,978-0763689773,https://www.amazon.com/Freedom-Soup-Tami-Charles/dp/0763689777/ref=sr_1_13?dchild=1&keywords=Caribbean+Children+Books&qid=1620159552&sr=8-13
Orishas The Children's Book,1794321632,978-1794321632,https://www.amazon.com/Orishas-Childrens-Book-Hector-Gonzalez/dp/1794321632/ref=sr_1_15?dchild=1&keywords=Caribbean+Children+Books&qid=1620159552&sr=8-15
Orishas The Children's Book: The Beginning,1087463025,978-1087463025,https://www.amazon.com/Orishas-Childrens-Book-Hector-Gonzalez/dp/1087463025/ref=sr_1_16?dchild=1&keywords=Caribbean+Children+Books&qid=1620159552&sr=8-16
Alma and How She Got Her Name,763693553,978-0763693558,https://www.amazon.com/Alma-How-She-Got-Name/dp/0763693553/ref=sr_1_17?dchild=1&keywords=Caribbean+Children+Books&qid=1620159615&sr=8-17
The Year I Flew Away,0358272750,978-0358272755,https://www.amazon.com/Year-I-Flew-Away/dp/0358272750/ref=sr_1_18?dchild=1&keywords=Caribbean+Children+Books&qid=1620159615&sr=8-18
If You Were Me and Lived in...Brazil: A Child's Introduction to Cultures Around the World (Volume 17),1532877986,978-1532877988,https://www.amazon.com/You-Were-Lived-Brazil-Introduction/dp/1532877986/ref=sr_1_19?dchild=1&keywords=Caribbean+Children+Books&qid=1620159615&sr=8-19
Across the Bay,1524786624,978-1524786625,https://www.amazon.com/Across-Bay-Carlos-Aponte/dp/1524786624/ref=sr_1_20?dchild=1&keywords=Caribbean+Children+Books&qid=1620159615&sr=8-20
Once Upon a Time/Habia una vez: Traditional Latin American Tales/Cuentos tradicionales latinoamericanos (Bilingual Spanish-English Children's Book),61468959,978-0061468957,https://www.amazon.com/Once-Upon-Time-Habia-latinoamericanos/dp/0061468959/ref=sr_1_22?dchild=1&keywords=Caribbean+Children+Books&qid=1620159615&sr=8-22
The Bone Ships: Winner of the Holdstock Award for Best Fantasy Novel (The Tide Child Trilogy Book 1),0356511839,,https://www.amazon.com/Bone-Ships-Tide-Child-Trilogy-ebook/dp/B07MPW3GMX/ref=sr_1_25?dchild=1&keywords=Caribbean+Children+Books&qid=1620159615&sr=8-25
Unbelievable Pictures and Facts About Dominican Republic,1086347935,978-1086347937,https://www.amazon.com/Unbelievable-Pictures-Facts-Dominican-Republic/dp/1086347935/ref=sr_1_26?dchild=1&keywords=Caribbean+Children+Books&qid=1620159615&sr=8-26
Zonia's Rain Forest,1536208450,978-1536208450,https://www.amazon.com/Zonias-Rain-Forest-Juana-Martinez-Neal/dp/1536208450/ref=sr_1_28?dchild=1&keywords=Caribbean+Children+Books&qid=1620159615&sr=8-28
Lila Plays Soccer / Lila Ap Jwe Boul,195144602X,978-1951446024,https://www.amazon.com/Lila-Plays-Soccer-Jwe-Boul/dp/195144602X/ref=sr_1_29?dchild=1&keywords=Caribbean+Children+Books&qid=1620159615&sr=8-29
If You Were Me and Lived in...Peru: A Child's Introduction to Cultures Around the World,1499640692,978-1499640694,https://www.amazon.com/You-Were-Lived-Peru-Introduction/dp/1499640692/ref=sr_1_30?dchild=1&keywords=Caribbean+Children+Books&qid=1620159615&sr=8-30
AlphaFete: A Caribbean Carnival from a to Z,1736120875,978-1736120873,https://www.amazon.com/AlphaFete-Caribbean-Carnival-Justina-Predelus/dp/1736120875/ref=sr_1_31?dchild=1&keywords=Caribbean+Children+Books&qid=1620159615&sr=8-31
A Likkle Miss Lou: How Jamaican Poet Louise Bennett Coverley Found Her Voice,1771473509,978-1771473507,https://www.amazon.com/Likkle-Miss-Lou-Jamaican-Coverley/dp/1771473509/ref=sr_1_32?dchild=1&keywords=Caribbean+Children+Books&qid=1620159615&sr=8-32
Galápagos Girl / Galapagueña (English and Spanish Edition),0892394137,978-0892394135,https://www.amazon.com/Gal%C3%A1pagos-Girl-Galapague%C3%B1a-English-Spanish/dp/0892394137/ref=sr_1_34?dchild=1&keywords=Caribbean+Children+Books&qid=1620159679&sr=8-34
Explore: The Turks and Caicos Islands,1777565200,978-0993672101,https://www.amazon.com/Explore-Caicos-Islands-Irene-Danics/dp/0993672108/ref=sr_1_36?dchild=1&keywords=Caribbean+Children+Books&qid=1620159679&sr=8-36
Tap-Tap,0395720869,978-0395720868,https://www.amazon.com/Tap-Tap-Karen-Lynn-Williams/dp/0395720869/ref=sr_1_37?dchild=1&keywords=Caribbean+Children+Books&qid=1620159679&sr=8-37
I Want to Ride the Tap Tap,374312141,978-0374312145,https://www.amazon.com/I-Want-Ride-Tap/dp/0374312141/ref=sr_1_38?dchild=1&keywords=Caribbean+Children+Books&qid=1620159679&sr=8-38
The Travel Adventures of Bella and Anna: Do We Have to Move? A children's book about the fun and fears of moving. (The Travel Adventures of Bella & Anna),1736301128,978-1736301128,https://www.amazon.com/Travel-Adventures-Bella-Anna-childrens/dp/1736301128/ref=sr_1_40?dchild=1&keywords=Caribbean+Children+Books&qid=1620159679&sr=8-40
Spotlight on Peru (Spotlight on My Country),077873482X,978-0778734826,https://www.amazon.com/Spotlight-Peru-My-Country/dp/077873482X/ref=sr_1_41?dchild=1&keywords=Caribbean+Children+Books&qid=1620159679&sr=8-41
"Ancient Civilizations: Aztecs, Maya, Incas!: With 25 Social Studies Projects for Kids (Explore Your World)",1619308347,978-1619308343,https://www.amazon.com/Ancient-Civilizations-Studies-Projects-Explore/dp/1619308347/ref=sr_1_42?dchild=1&keywords=Caribbean+Children+Books&qid=1620159679&sr=8-42
Beato Goes to Brazil,1684019435,978-1684019434,https://www.amazon.com/Beato-Goes-Brazil-Sucheta-Rawal/dp/1684019435/ref=sr_1_44?dchild=1&keywords=Caribbean+Children+Books&qid=1620159679&sr=8-44
A Day in the Life of Axel the Ant (Pilly the Pelican Children's Book Series),9769568872,978-9769568877,https://www.amazon.com/Life-Axel-Pilly-Pelican-Childrens/dp/9769568872/ref=sr_1_45?dchild=1&keywords=Caribbean+Children+Books&qid=1620159679&sr=8-45
"Cultures of the World! Brazil, Argentina & Costa Rica - Culture for Kids - Children's Cultural Studies Books",1683218272,978-1683218272,https://www.amazon.com/Cultures-World-Brazil-Argentina-Costa/dp/1683218272/ref=sr_1_47?dchild=1&keywords=Caribbean+Children+Books&qid=1620159679&sr=8-47
A Refugee's Journey from El Salvador (Leaving My Homeland),778746917,978-0778746911,https://www.amazon.com/Refugees-Journey-Salvador-Leaving-Homeland/dp/0778746917/ref=sr_1_48?dchild=1&keywords=Caribbean+Children+Books&qid=1620159679&sr=8-48
The Art of Pirates of the Caribbean,1423103181,978-1423103189,https://www.amazon.com/Art-Pirates-Caribbean-Timothy-Shaner/dp/1423103181/ref=sr_1_52?dchild=1&keywords=Caribbean+Children+Books&qid=1620159742&sr=8-52
Orishas The Children's Book (Part 3),1794573615,978-1794573611,https://www.amazon.com/Orishas-Childrens-Book-Part-3/dp/1794573615/ref=sr_1_53?dchild=1&keywords=Caribbean+Children+Books&qid=1620159742&sr=8-53
I Love You Too,1617753106,978-1617753107,https://www.amazon.com/Love-You-Too-Ziggy-Marley/dp/1617753106/ref=sr_1_54?dchild=1&keywords=Caribbean+Children+Books&qid=1620159742&sr=8-54
Bold New Horizons (Pirates of the Caribbean: Jack Sparrow #12),1423104579,978-1423104575,https://www.amazon.com/Bold-New-Horizons-Pirates-Caribbean/dp/1423104579/ref=sr_1_56?dchild=1&keywords=Caribbean+Children+Books&qid=1620159742&sr=8-56
Hope is Here!,1934370436,978-1934370438,https://www.amazon.com/Hope-Here-Cristina-Kessler/dp/1934370436/ref=sr_1_57?dchild=1&keywords=Caribbean+Children+Books&qid=1620159742&sr=8-57
"Marco's Travels: Sa ka fet, Saint Lucia!",990326772,978-0990326779,https://www.amazon.com/Marcos-Travels-fet-Saint-Lucia/dp/0990326772/ref=sr_1_58?dchild=1&keywords=Caribbean+Children+Books&qid=1620159742&sr=8-58
Jumbies (The Jumbies),161620592X,978-1616205928,https://www.amazon.com/Jumbies-Tracey-Baptiste/dp/161620592X/ref=sr_1_61?dchild=1&keywords=Caribbean+Children+Books&qid=1620159742&sr=8-61
Anansi and the Hurricane: A Caribbean Tale (The Ever Ready Readers Series Book 1),,,https://www.amazon.com/Anansi-Hurricane-Caribbean-Ready-Readers-ebook/dp/B08PB4VZRM/ref=sr_1_62?dchild=1&keywords=Caribbean+Children+Books&qid=1620159742&sr=8-62
Pirates Of The Caribbean Coloring Book: Pirates Of The Caribbean Creature Coloring Books For Adult And Kid,,979-8640183825,https://www.amazon.com/Pirates-Caribbean-Coloring-Book-Creature/dp/B087LXPS5X/ref=sr_1_63?dchild=1&keywords=Caribbean+Children+Books&qid=1620159742&sr=8-63
Your Passport to Guatemala (World Passport),1496697189,,https://www.amazon.com/Your-Passport-Guatemala-World-ebook/dp/B08Q8JPN1P/ref=sr_1_64?dchild=1&keywords=Caribbean+Children+Books&qid=1620159742&sr=8-64
Disney Parks Presents: Pirates of the Caribbean: Purchase Includes a CD with Song!,148472786X,978-1484727867,https://www.amazon.com/Disney-Parks-Presents-Caribbean-Purchase/dp/148472786X/ref=sr_1_65?dchild=1&keywords=Caribbean+Children+Books&qid=1620159806&sr=8-65
Parrots Over Puerto Rico (Americas Award for Children's and Young Adult Literature. Winner),1620140047,978-1620140048,https://www.amazon.com/Parrots-Puerto-Americas-Childrens-Literature/dp/1620140047/ref=sr_1_66?dchild=1&keywords=Caribbean+Children+Books&qid=1620159806&sr=8-66
Aunt Pola's House / Kay Matant Pola,1951446135,978-1951446130,https://www.amazon.com/Aunt-Polas-House-Matant-Pola/dp/1951446135/ref=sr_1_67?dchild=1&keywords=Caribbean+Children+Books&qid=1620159806&sr=8-67
Orishas The Children's Book (Part 4),1725996375,978-1794575233,https://www.amazon.com/Orishas-Childrens-Book-Part-4/dp/1794575235/ref=sr_1_68?dchild=1&keywords=Caribbean+Children+Books&qid=1620159806&sr=8-68
Your Corner Dark,1534460713,978-1534460713,https://www.amazon.com/Your-Corner-Dark-Desmond-Hall/dp/1534460713/ref=sr_1_69?dchild=1&keywords=Caribbean+Children+Books&qid=1620159806&sr=8-69
The Masquerade Dance,1733829903,978-1733829908,https://www.amazon.com/Masquerade-Dance-Carol-Ottley-Mitchell/dp/1733829903/ref=sr_1_70?dchild=1&keywords=Caribbean+Children+Books&qid=1620159806&sr=8-70
Vuelo del quetzal (Puertas Al Sol / Gateways to the Sun) (Spanish Edition),1631135546,978-1631135545,https://www.amazon.com/Vuelo-quetzal-Puertas-Gateways-Spanish/dp/1631135546/ref=sr_1_71?dchild=1&keywords=Caribbean+Children+Books&qid=1620159806&sr=8-71
Waiting for the Biblioburro,1582463530,978-1582463537,https://www.amazon.com/Waiting-Biblioburro-Monica-Brown/dp/1582463530/ref=sr_1_73?dchild=1&keywords=Caribbean+Children+Books&qid=1620159806&sr=8-73
Serafina's Promise,545535670,978-0545535670,https://www.amazon.com/Serafinas-Promise-Ann-Burg/dp/0545535670/ref=sr_1_74?dchild=1&keywords=Caribbean+Children+Books&qid=1620159806&sr=8-74
"Abigail Adams, Pirate of the Caribbean (Time Twisters)",1250207886,978-1250207883,https://www.amazon.com/Abigail-Adams-Pirate-Caribbean-Twisters/dp/1250207886/ref=sr_1_75?dchild=1&keywords=Caribbean+Children+Books&qid=1620159806&sr=8-75
South America (A True Book: Geography: Continents),531218317,978-0531218310,https://www.amazon.com/South-America-New-True-Books/dp/0531218317/ref=sr_1_76?dchild=1&keywords=Caribbean+Children+Books&qid=1620159806&sr=8-76
THE CARRIBEAN COOKBOOK: Caribbean Recipes from Home,,979-8592791857,https://www.amazon.com/CARRIBEAN-COOKBOOK-Caribbean-Recipes-Home/dp/B08SGWNH89/ref=sr_1_77?dchild=1&keywords=Caribbean+Children+Books&qid=1620159806&sr=8-77
"Carlos, The Fairy Boy: Carlos, El Niño Hada",1945289198,978-1945289194,https://www.amazon.com/Carlos-Fairy-Boy-Ni%C3%B1o-Hada/dp/1945289198/ref=sr_1_79?dchild=1&keywords=Caribbean+Children+Books&qid=1620159806&sr=8-79
Sophie Washington: Mission: Costa Rica,1732706050,978-1732706057,https://www.amazon.com/Sophie-Washington-Mission-Costa-Rica/dp/1732706050/ref=sr_1_80?dchild=1&keywords=Caribbean+Children+Books&qid=1620159806&sr=8-80
If You Were Me and Lived in...Portugal: A Child's Introduction to Cultures Around the World (Volume 10),1495379930,978-1495379932,https://www.amazon.com/You-Were-Lived-Portugal-Introduction/dp/1495379930/ref=sr_1_83?dchild=1&keywords=Caribbean+Children+Books&qid=1620159871&sr=8-83
Drum Dream Girl: How One Girl's Courage Changed Music,544102290,978-0544102293,https://www.amazon.com/Drum-Dream-Girl-Courage-Changed/dp/0544102290/ref=sr_1_84?dchild=1&keywords=Caribbean+Children+Books&qid=1620159871&sr=8-84
Book of Questions,1592703224,978-1592703227,https://www.amazon.com/The-Book-of-Questions/dp/1592703224/ref=sr_1_85?dchild=1&keywords=Caribbean+Children+Books&qid=1620159871&sr=8-85
Maria Had a Little Llama / María Tenía Una Llamita (Pura Belpre Honor Books - Illustration Honor) (Spanish Edition),805093338,978-0805093339,https://www.amazon.com/Maria-Little-Llama-Llamita-Belpre/dp/0805093338/ref=sr_1_86?dchild=1&keywords=Caribbean+Children+Books&qid=1620159871&sr=8-86
Yo soy Sofía Castro... y dicen que soy Boba / I Am Sofía Castro... and They Say I'm Dumb (Spanish Edition),6073177615,978-6073177610,https://www.amazon.com/Sof%C3%ADa-Castro-dicen-Boba-Spanish/dp/6073177615/ref=sr_1_88?dchild=1&keywords=Caribbean+Children+Books&qid=1620159871&sr=8-88
Nina Piñata: English Version,1735730610,978-1735730615,https://www.amazon.com/Nina-Pi%C3%B1ata-English-Evelina-Preciado/dp/1735730610/ref=sr_1_89?dchild=1&keywords=Caribbean+Children+Books&qid=1620159871&sr=8-89
"The Eighth Flag: Cannibals. Conquistadors. Buccaneers. PIRATES. The untold story of the Caribbean and the mystery of St. Croix's Pirate Legacy, 1493-1750",198318327X,978-1983183270,https://www.amazon.com/Eighth-Flag-Cannibals-Conquistadors-Buccaneers/dp/198318327X/ref=sr_1_90?dchild=1&keywords=Caribbean+Children+Books&qid=1620159871&sr=8-90
Lola: Edición en español de ISLANDBORN (Spanish Edition),525552812,978-0525552819,https://www.amazon.com/Lola-Edici%C3%B3n-espa%C3%B1ol-ISLANDBORN-Spanish/dp/0525552812/ref=sr_1_91?dchild=1&keywords=Caribbean+Children+Books&qid=1620159871&sr=8-91
Soy la arepa (Spanish Edition),578812916,978-0578812915,https://www.amazon.com/Soy-arepa-Spanish-Ximena-Montilla/dp/0578812916/ref=sr_1_92?dchild=1&keywords=Caribbean+Children+Books&qid=1620159871&sr=8-92
Janjak and Freda Go to the Iron Market,1611530628,978-1611530629,https://www.amazon.com/Janjak-Freda-Go-Iron-Market/dp/1611530628/ref=sr_1_93?dchild=1&keywords=Caribbean+Children+Books&qid=1620159871&sr=8-93
Nosotros Means Us: Un cuento bilingüe,593305140,978-0593305140,https://www.amazon.com/Nosotros-Means-Us-cuento-biling%C3%BCe/dp/0593305140/ref=sr_1_94?dchild=1&keywords=Caribbean+Children+Books&qid=1620159871&sr=8-94
The Jumbie God's Revenge (The Jumbies),1643751301,978-1643751306,https://www.amazon.com/Jumbie-Gods-Revenge-Jumbies/dp/1643751301/ref=sr_1_95?dchild=1&keywords=Caribbean+Children+Books&qid=1620159871&sr=8-95
"Raising Brooklyn: Nannies, Childcare, and Caribbeans Creating Community",814791433,978-0814791431,https://www.amazon.com/Raising-Brooklyn-Childcare-Caribbeans-Community/dp/0814791433/ref=sr_1_96?dchild=1&keywords=Caribbean+Children+Books&qid=1620159871&sr=8-96
Navigators Travel to Guyana: Based on an idea by Howard Liverpool (Volume 2),1518895077,978-1518895074,https://www.amazon.com/Navigators-Travel-Guyana-Howard-Liverpool/dp/1518895077/ref=sr_1_97?dchild=1&keywords=Caribbean+Children+Books&qid=1620159935&sr=8-97
All the Way to Havana,1627796428,978-1627796422,https://www.amazon.com/All-Way-Havana-Margarita-Engle/dp/1627796428/ref=sr_1_98?dchild=1&keywords=Caribbean+Children+Books&qid=1620159935&sr=8-98
Fleeing Castro: Operation Pedro Pan and the Cuban Children's Program,813017246,978-0813017242,https://www.amazon.com/Fleeing-Castro-Operation-Childrens-Program/dp/0813017246/ref=sr_1_99?dchild=1&keywords=Caribbean+Children+Books&qid=1620159935&sr=8-99
The Owl and the Pussycat,399231935,978-0399231933,https://www.amazon.com/Owl-Pussycat-Edward-Lear/dp/0399231935/ref=sr_1_100?dchild=1&keywords=Caribbean+Children+Books&qid=1620159935&sr=8-100
The Pirate Treasure (Jack Jones),1949247007,978-1949247008,https://www.amazon.com/Pirate-Treasure-Jack-Jones/dp/1949247007/ref=sr_1_101?dchild=1&keywords=Caribbean+Children+Books&qid=1620159935&sr=8-101
Spotlight on Argentina (Spotlight on My Country),778708675,978-0778708674,https://www.amazon.com/Spotlight-Argentina-My-Country/dp/0778708675/ref=sr_1_102?dchild=1&keywords=Caribbean+Children+Books&qid=1620159935&sr=8-102
"Pele, King of Soccer/Pele, El Rey del Futbol: Bilingual Spanish-English",61227803,978-0061227806,https://www.amazon.com/Pele-King-Soccer-Futbol-Spanish-English/dp/0061227803/ref=sr_1_103?dchild=1&keywords=Caribbean+Children+Books&qid=1620159935&sr=8-103
As The Sun Rises: Morning in Mazatlan,,979-8725090277,https://www.amazon.com/As-Sun-Rises-Morning-Mazatlan/dp/B08ZBJF77C/ref=sr_1_104?dchild=1&keywords=Caribbean+Children+Books&qid=1620159935&sr=8-104
El Perro con Sombrero: A Bilingual Doggy Tale (Spanish Edition),805099891,978-0805099898,https://www.amazon.com/El-Perro-Sombrero-Bilingual-Spanish/dp/0805099891/ref=sr_1_105?dchild=1&keywords=Caribbean+Children+Books&qid=1620159935&sr=8-105
One Bee Too Many,1642505943,978-1642505948,https://www.amazon.com/One-Bee-Many-Andr%C3%A9s-Andreu/dp/1642505943/ref=sr_1_107?dchild=1&keywords=Caribbean+Children+Books&qid=1620159935&sr=8-107
"Malaika’s Costume (The Malaika Series, 1)",1554987547,978-1554987542,https://www.amazon.com/Malaikas-Costume-Nadia-L-Hohn/dp/1554987547/ref=sr_1_109?dchild=1&keywords=Caribbean+Children+Books&qid=1620159935&sr=8-109
Tiny Travelers Puerto Rico Treasure Quest,1945635304,978-1945635304,https://www.amazon.com/Tiny-Travelers-Puerto-Treasure-Quest/dp/1945635304/ref=sr_1_110?dchild=1&keywords=Caribbean+Children+Books&qid=1620159935&sr=8-110
"El leon, la bruja y el ropero: The Lion, the Witch and the Wardrobe (Spanish edition) (Las cronicas de Narnia, 2)",60842539,978-0060842536,https://www.amazon.com/Bruja-Ropero-Cronicas-Narnia-Spanish/dp/0060842539/ref=sr_1_111?dchild=1&keywords=Caribbean+Children+Books&qid=1620159935&sr=8-111
De Colores and Other Latin American Folksongs for Children (Anthology),140565485,978-0140565485,https://www.amazon.com/Colores-American-Folksongs-Children-Anthology/dp/0140565485/ref=sr_1_113?dchild=1&keywords=Caribbean+Children+Books&qid=1620159998&sr=8-113
"The Lost Apple: Operation Pedro Pan, Cuban Children in the U.S., and the Promise of a Better Future",080700233X,978-0807002339,https://www.amazon.com/Lost-Apple-Operation-Children-Promise/dp/080700233X/ref=sr_1_114?dchild=1&keywords=Caribbean+Children+Books&qid=1620159998&sr=8-114
"Hawaii Coloring Book For Kids: Hawaiian Coloring Book for Children, Kids, Toddlers, Girls & Boys, Teens , Summer Coloring Book, Hawaii Summer Activity Book",,979-8737684006,https://www.amazon.com/Hawaii-Coloring-Book-Kids-Hawaiian/dp/B092P6WTTW/ref=sr_1_115?dchild=1&keywords=Caribbean+Children+Books&qid=1620159998&sr=8-115
Tales of the Taino Gods/Cuentos de Los Dioses Tainos (Multilingual Edition),1450091121,978-1450091121,https://www.amazon.com/Tales-Cuentos-dioses-ta%C3%ADnos-Multilingual/dp/1450091121/ref=sr_1_116?dchild=1&keywords=Caribbean+Children+Books&qid=1620159998&sr=8-116
Rainbow Weaver/Tejedora del Arcoiris,892393742,978-0892393749,https://www.amazon.com/Rainbow-Weaver-Tejedora-del-Arcoiris/dp/0892393742/ref=sr_1_117?dchild=1&keywords=Caribbean+Children+Books&qid=1620159998&sr=8-117
"Children of Uncertain Fortune: Mixed-Race Jamaicans in Britain and the Atlantic Family, 1733-1833 (Published by the Omohundro Institute of Early American ... and the University of North Carolina Press)",,,https://www.amazon.com/Children-Uncertain-Fortune-Mixed-Race-University-ebook/dp/B06Y3F1SJV/ref=sr_1_118?dchild=1&keywords=Caribbean+Children+Books&qid=1620159998&sr=8-118
"Brown Hands, White Sand",0578677032,978-0578677033,https://www.amazon.com/Brown-Hands-White-Latoya-Turner/dp/0578677032/ref=sr_1_119?dchild=1&keywords=Caribbean+Children+Books&qid=1620159998&sr=8-119
Armando y la escuela de lona azul (Spanish Edition),1600604498,978-1600604492,https://www.amazon.com/Armando-escuela-lona-azul-Spanish/dp/1600604498/ref=sr_1_121?dchild=1&keywords=Caribbean+Children+Books&qid=1620159998&sr=8-121
Let's Look at Peru (Let's Look at Countries),1515799212,978-1515799214,https://www.amazon.com/Lets-Look-Peru-Countries/dp/1515799212/ref=sr_1_122?dchild=1&keywords=Caribbean+Children+Books&qid=1620159998&sr=8-122
Kiki Kokí: La Leyenda Encantada del Coquí (Kiki Kokí: The Enchanted Legend of the Coquí Frog) (Spanish Edition),1626721327,978-1626721326,https://www.amazon.com/Kiki-Kok%C3%AD-Leyenda-Encantada-Enchanted/dp/1626721327/ref=sr_1_123?dchild=1&keywords=Caribbean+Children+Books&qid=1620159998&sr=8-123
Richard Halliburton's Book of Marvels: the Occident,064803562X,978-0648035626,https://www.amazon.com/Richard-Halliburtons-Book-Marvels-Occident/dp/064803562X/ref=sr_1_124?dchild=1&keywords=Caribbean+Children+Books&qid=1620159998&sr=8-124
"El Cucuy Is Scared, Too!",1419744453,978-1419744457,https://www.amazon.com/Cucuy-Scared-Donna-Barba-Higuera/dp/1419744453/ref=sr_1_126?dchild=1&keywords=Caribbean+Children+Books&qid=1620159998&sr=8-126
A Refugee's Journey from Guatemala (Leaving My Homeland),778736792,978-0778736790,https://www.amazon.com/Refugees-Journey-Guatemala-Leaving-Homeland/dp/0778736792/ref=sr_1_127?dchild=1&keywords=Caribbean+Children+Books&qid=1620159998&sr=8-127
Anya Goes to Jamaica (1) (Anya's World Adventures),099814973X,978-0998149738,https://www.amazon.com/Anya-Jamaica-Anyas-World-Adventures/dp/099814973X/ref=sr_1_128?dchild=1&keywords=Caribbean+Children+Books&qid=1620159998&sr=8-128
Bastian and the Albatross' Treasure,,,https://www.amazon.com/Bastian-Albatross-Treasure-Darren-Bigelow-ebook/dp/B093XZ9N1H/ref=sr_1_130?dchild=1&keywords=Caribbean+Children+Books&qid=1620160064&sr=8-130
Calypso Princess: Coloring and Activity Book,1097719472,978-1097719471,https://www.amazon.com/Calypso-Princess-Coloring-Activity-Book/dp/1097719472/ref=sr_1_134?dchild=1&keywords=Caribbean+Children+Books&qid=1620160064&sr=8-134
