title,isbn_10,isbn_13,amazon_url
James and the Fireburn: An Anti-bullying and Human Rights Story Inspired by Caribbean History,1939237718,,https://www.amazon.com/James-Fireburn-Anti-bullying-Inspired-Caribbean-ebook/dp/B07ZPFRGTL/ref=sr_1_135?dchild=1&keywords=Caribbean+Children+Books&qid=1620160064&sr=8-135
Saving Water: the Journey of Two Caribbean Kids to Understanding Water Security,1665509422,,https://www.amazon.com/Saving-Water-Caribbean-Understanding-Security-ebook/dp/B08V1KSBXY/ref=sr_1_137?dchild=1&keywords=Caribbean+Children+Books&qid=1620160064&sr=8-137
There's a Baby in the House : A Children's Book About Welcoming a New Baby Sibling.,0998193666,978-0998193663,https://www.amazon.com/Theres-Baby-House-Best-Toddlers/dp/0998193666/ref=sr_1_138?dchild=1&keywords=Caribbean+Children+Books&qid=1620160064&sr=8-138
La Frontera: El Viaje Con Papa / My Journey with Papa (Spanish and English Edition),178285388X,978-1782853886,https://www.amazon.com/Frontera-Border-Journey-Spanish-English/dp/178285388X/ref=sr_1_139?dchild=1&keywords=Caribbean+Children+Books&qid=1620160064&sr=8-139
Lucia's Travel Bus: Chile (Global Kids Storybooks),,978-1925247282,https://www.amazon.com/Lucias-Travel-Bus-Global-Storybooks/dp/1925247287/ref=sr_1_140?dchild=1&keywords=Caribbean+Children+Books&qid=1620160064&sr=8-140
Spotlight on Brazil (Spotlight on My Country),0778734870,978-0778734871,https://www.amazon.com/Spotlight-Brazil-My-Country/dp/0778734870/ref=sr_1_141?dchild=1&keywords=Caribbean+Children+Books&qid=1620160064&sr=8-141
Juana and Lucas,1536206393,978-1536206395,https://www.amazon.com/Juana-Lucas-Medina/dp/1536206393/ref=sr_1_142?dchild=1&keywords=Caribbean+Children+Books&qid=1620160064&sr=8-142
Let's Learn About MEXICO: Activity and Coloring Book (Dover Children's Activity Books),486489949,978-0486489940,https://www.amazon.com/Lets-Learn-About-MEXICO-Childrens/dp/0486489949/ref=sr_1_144?dchild=1&keywords=Caribbean+Children+Books&qid=1620160064&sr=8-144
Latinitas (Spanish edition): Una celebración de 40 soñadoras audaces,1250796105,978-1250796103,https://www.amazon.com/Latinitas-Spanish-celebraci%C3%B3n-so%C3%B1adoras-audaces/dp/1250796105/ref=sr_1_146?dchild=1&keywords=Caribbean+Children+Books&qid=1620160128&sr=8-146
"Sun Island Drinks, Recipes & Wisdom Keys: A Taste of the Caribbean",1466994002,978-1466994003,https://www.amazon.com/Island-Drinks-Recipes-Wisdom-Keys/dp/1466994002/ref=sr_1_148?dchild=1&keywords=Caribbean+Children+Books&qid=1620160128&sr=8-148
Lailah's Lunchbox: A Ramadan Story,884484319,978-0884484318,https://www.amazon.com/Lailahs-Lunchbox-Ramadan-Reem-Faruqi/dp/0884484319/ref=sr_1_149?dchild=1&keywords=Caribbean+Children+Books&qid=1620160128&sr=8-149
Along the Tapajós,1542008689,978-1542008686,https://www.amazon.com/Along-Tapaj%C3%B3s-Fernando-Vilela/dp/1542008689/ref=sr_1_150?dchild=1&keywords=Caribbean+Children+Books&qid=1620160128&sr=8-150
The Immortal Boy,1646140443,978-1646140442,https://www.amazon.com/Immortal-Boy-Francisco-Monta%C3%B1a-Ib%C3%A1%C3%B1ez/dp/1646140443/ref=sr_1_151?dchild=1&keywords=Caribbean+Children+Books&qid=1620160128&sr=8-151
"Aruba My Travel Diary: Kids Guided Journey Log Book 6x9 - Record Tracker Book For Writing, Sketching, Gratitude Prompt - Vacation Activities Memories Keepsake Journal - Girls Boys Traveling Notebook",108178850X,978-1081788506,https://www.amazon.com/Aruba-Travel-Diary-Sketching-Activities/dp/108178850X/ref=sr_1_152?dchild=1&keywords=Caribbean+Children+Books&qid=1620160128&sr=8-152
Mystery of the Troubled Toucan: Brazil 1 (Pack-n-Go Girls Adventures),1936376245,978-1936376247,https://www.amazon.com/Mystery-Troubled-Toucan-Pack-n-Go-Adventures/dp/1936376245/ref=sr_1_153?dchild=1&keywords=Caribbean+Children+Books&qid=1620160128&sr=8-153
Nadia's Good Deed: A Story About Haiti,099149900X,978-0991499007,https://www.amazon.com/Nadias-Good-Deed-Story-About/dp/099149900X/ref=sr_1_154?dchild=1&keywords=Caribbean+Children+Books&qid=1620160128&sr=8-154
Haiti My Country,1927083230,978-1927083239,https://www.amazon.com/Haiti-My-Country-Roge/dp/1927083230/ref=sr_1_155?dchild=1&keywords=Caribbean+Children+Books&qid=1620160128&sr=8-155
Rescatando palabras (Digging for Words Spanish Edition): José Alberto Gutiérrez y la biblioteca que creó,593181700,978-0593181706,https://www.amazon.com/Rescatando-palabras-Digging-Words-Spanish/dp/0593181700/ref=sr_1_156?dchild=1&keywords=Caribbean+Children+Books&qid=1620160128&sr=8-156
"Versos Sencillos: Simple Verses (Recovering the Us Hispanic Literary Heritage) (Pinata Books for Young Adults) (English, Spanish and Spanish Edition)",1558852042,978-1558852044,https://www.amazon.com/Versos-Sencillos-Recovering-Hispanic-Literary/dp/1558852042/ref=sr_1_157?dchild=1&keywords=Caribbean+Children+Books&qid=1620160128&sr=8-157
Chicken Pot Turtle Explores Nicaragua,1730726046,978-1730726040,https://www.amazon.com/Chicken-Pot-Turtle-Explores-Nicaragua/dp/1730726046/ref=sr_1_158?dchild=1&keywords=Caribbean+Children+Books&qid=1620160128&sr=8-158
The Madre de Aguas of Cuba (The Unicorn Rescue Society),735231443,978-0735231443,https://www.amazon.com/Madre-Aguas-Unicorn-Rescue-Society/dp/0735231443/ref=sr_1_160?dchild=1&keywords=Caribbean+Children+Books&qid=1620160128&sr=8-160
VÁMONOS: Panama City,1947971638,978-1947971639,https://www.amazon.com/V%C3%81MONOS-Panama-City-Patty-Rodriguez/dp/1947971638/ref=sr_1_162?dchild=1&keywords=Caribbean+Children+Books&qid=1620160194&sr=8-162
English and Spanish Crossword Puzzles for Kids: (Kids ages 6-9 learn English or learn Spanish and have fun too) (Woo! Jr.),1642506664,978-1642506662,https://www.amazon.com/English-Spanish-Crossword-Puzzles-Kids/dp/1642506664/ref=sr_1_163?dchild=1&keywords=Caribbean+Children+Books&qid=1620160194&sr=8-163
Teacher Created Materials - TIME For Kids Informational Text: Next Stop: The Caribbean - Grade 2 - Guided Reading Level J,143333612X,978-1433336126,https://www.amazon.com/Teacher-Created-Materials-Informational-Caribbean/dp/143333612X/ref=sr_1_164?dchild=1&keywords=Caribbean+Children+Books&qid=1620160194&sr=8-164
Aquí era el paraíso / Here Was Paradise: Selección de poemas de Humberto Ak’abal / Selected Poems of Humberto Ak’abal,1773064959,978-1773064956,https://www.amazon.com/Aqu%C3%AD-era-para%C3%ADso-Here-Paradise/dp/1773064959/ref=sr_1_165?dchild=1&keywords=Caribbean+Children+Books&qid=1620160194&sr=8-165
"St. Maarten My Travel Diary: Kids Guided Journey Log Book 6x9 - Record Tracker Book For Writing, Sketching, Gratitude Prompt - Vacation Activities ... Journal - Girls Boys Traveling Notebook",1082259969,978-1082259968,https://www.amazon.com/St-Maarten-Travel-Diary-Activities/dp/1082259969/ref=sr_1_166?dchild=1&keywords=Caribbean+Children+Books&qid=1620160194&sr=8-166
Aprenda y celebra el Cinco de Mayo: aprenda todo sobre la historia del Cinco de Mayo con este libro cultural que destaca las costumbres y tradiciones de esta festividad. (Spanish Edition),,979-8745480621,https://www.amazon.com/Aprenda-celebra-Cinco-Mayo-tradiciones/dp/B093RFMGNL/ref=sr_1_167?dchild=1&keywords=Caribbean+Children+Books&qid=1620160194&sr=8-167
The Pirate Chase (Pirates of the Caribbean: Jack Sparrow #3),1423100204,978-1423100201,https://www.amazon.com/Pirate-Chase-Pirates-Caribbean-Sparrow/dp/1423100204/ref=sr_1_168?dchild=1&keywords=Caribbean+Children+Books&qid=1620160194&sr=8-168
Auntie Luce’s Talking Paintings,1773060414,978-1773060415,https://www.amazon.com/Auntie-Talking-Paintings-Francie-Latour/dp/1773060414/ref=sr_1_169?dchild=1&keywords=Caribbean+Children+Books&qid=1620160194&sr=8-169
The Diving Bell,595344917,978-0595344918,https://www.amazon.com/Diving-Bell-Todd-Strasser/dp/0595344917/ref=sr_1_170?dchild=1&keywords=Caribbean+Children+Books&qid=1620160194&sr=8-170
To Carnival!: A Celebration in St Lucia,1646861612,978-1646861613,https://www.amazon.com/Carnival-Celebration-St-Lucia/dp/1646861612/ref=sr_1_171?dchild=1&keywords=Caribbean+Children+Books&qid=1620160194&sr=8-171
Lion Island: Cuba's Warrior of Words,1481461133,978-1481461139,https://www.amazon.com/Lion-Island-Cubas-Warrior-Words/dp/1481461133/ref=sr_1_172?dchild=1&keywords=Caribbean+Children+Books&qid=1620160194&sr=8-172
A Little Book of Sloth,1442445572,978-1442445574,https://www.amazon.com/Little-Book-Sloth-Lucy-Cooke/dp/1442445572/ref=sr_1_174?dchild=1&keywords=Caribbean+Children+Books&qid=1620160194&sr=8-174
Taino Fairytale in Taino: Chin kori translated in English,1653454970,978-1653454976,https://www.amazon.com/Taino-Fairytale-Chin-translated-English/dp/1653454970/ref=sr_1_175?dchild=1&keywords=Caribbean+Children+Books&qid=1620160194&sr=8-175
Witchlings,1338745522,978-1338745528,https://www.amazon.com/Witchlings-Claribel-Ortega/dp/1338745522/ref=sr_1_177?dchild=1&keywords=Caribbean+Children+Books&qid=1620160259&sr=8-177
My Big Family,1478868996,978-1478868996,https://www.amazon.com/My-Big-Family-Yanitzia-Canetti/dp/1478868996/ref=sr_1_178?dchild=1&keywords=Caribbean+Children+Books&qid=1620160259&sr=8-178
Miles Away In The Caribbean,1999115503,978-1999115500,https://www.amazon.com/Miles-Away-Caribbean-Yolanda-Marshall/dp/1999115503/ref=sr_1_179?dchild=1&keywords=Caribbean+Children+Books&qid=1620160259&sr=8-179
Big Rob cooking for the Family: childrens cook book (Big Rob Children Books),,979-8592361609,https://www.amazon.com/Big-Rob-cooking-Family-childrens/dp/B08STWNFDJ/ref=sr_1_180?dchild=1&keywords=Caribbean+Children+Books&qid=1620160259&sr=8-180
The Star Side of Bird Hill: A Novel,1410485064,978-0143109167,https://www.amazon.com/Star-Side-Bird-Hill-Novel/dp/0143109162/ref=sr_1_181?dchild=1&keywords=Caribbean+Children+Books&qid=1620160259&sr=8-181
Josephine Against the Sea,1338642081,978-1338642087,https://www.amazon.com/Josephine-Against-Sea-Shakirah-Bourne/dp/1338642081/ref=sr_1_182?dchild=1&keywords=Caribbean+Children+Books&qid=1620160259&sr=8-182
Waiting for the Biblioburro/Esperando el Biblioburro: (Spanish-English bilingual edition),0553538799,978-0553538793,https://www.amazon.com/Waiting-Biblioburro-Esperando-Spanish-English-bilingual/dp/0553538799/ref=sr_1_183?dchild=1&keywords=Caribbean+Children+Books&qid=1620160259&sr=8-183
Pirates of the Caribbean: Dead Man's Chest - Junior Novelization,1423100247,978-1423100249,https://www.amazon.com/Pirates-Caribbean-Chest-Junior-Novelization/dp/1423100247/ref=sr_1_184?dchild=1&keywords=Caribbean+Children+Books&qid=1620160259&sr=8-184
Pirates of the Caribbean - Legends of the Brethren Court #3: The Turning Tide,1423110404,978-1423110408,https://www.amazon.com/Pirates-Caribbean-Legends-Brethren-Turning/dp/1423110404/ref=sr_1_185?dchild=1&keywords=Caribbean+Children+Books&qid=1620160259&sr=8-185
A Kid's Guide to South America,1977667961,978-1977667960,https://www.amazon.com/Kids-Guide-South-America/dp/1977667961/ref=sr_1_186?dchild=1&keywords=Caribbean+Children+Books&qid=1620160259&sr=8-186
Hold Up the Sky: And Other Native American Tales from Texas and the,144242155X,978-1442421554,https://www.amazon.com/Hold-Up-Sky-Native-American/dp/144242155X/ref=sr_1_187?dchild=1&keywords=Caribbean+Children+Books&qid=1620160259&sr=8-187
Anansi and Company: Retold Jamaican Tales,986049417,978-0986049415,https://www.amazon.com/Anansi-Company-Retold-Jamaican-Tales/dp/0986049417/ref=sr_1_188?dchild=1&keywords=Caribbean+Children+Books&qid=1620160259&sr=8-188
Ultimate Sticker Book: Pirates of the Caribbean (Ultimate Sticker Books),756620651,978-0756620653,https://www.amazon.com/Ultimate-Sticker-Book-Pirates-Caribbean/dp/0756620651/ref=sr_1_190?dchild=1&keywords=Caribbean+Children+Books&qid=1620160259&sr=8-190
Jayjay's Jamaican Vacation,1734565330,978-1734565331,https://www.amazon.com/Jayjays-Jamaican-Vacation-Kebrina-Robinson/dp/1734565330/ref=sr_1_191?dchild=1&keywords=Caribbean+Children+Books&qid=1620160259&sr=8-191
Molly and the Magic Suitcase: Molly Goes to Puerto Rico (Volume 6),1505210186,978-1505210187,https://www.amazon.com/Molly-Magic-Suitcase-Goes-Puerto/dp/1505210186/ref=sr_1_192?dchild=1&keywords=Caribbean+Children+Books&qid=1620160259&sr=8-192
Caye Boy: Barefoot Adventures of an Island Child (Volume 1),1480193852,978-1480193857,https://www.amazon.com/Caye-Boy-Barefoot-Adventures-Island/dp/1480193852/ref=sr_1_203?dchild=1&keywords=Caribbean+Children+Books&qid=1620160323&sr=8-203
Juana and Lucas: Big Problemas (Juana & Lucas),1536201316,978-1536201314,https://www.amazon.com/Juana-Lucas-Big-Problemas-Medina/dp/1536201316/ref=sr_1_205?dchild=1&keywords=Caribbean+Children+Books&qid=1620160323&sr=8-205
Guyana (Cultures of the World (Third Edition)),150264746X,978-1502647467,https://www.amazon.com/Guyana-Cultures-World-Leslie-Jermyn/dp/150264746X/ref=sr_1_206?dchild=1&keywords=Caribbean+Children+Books&qid=1620160323&sr=8-206
A Bajan Christmas,,,https://www.amazon.com/Bajan-Christmas-Natalie-Gilkes-ebook/dp/B08MBD1VJP/ref=sr_1_207?dchild=1&keywords=Caribbean+Children+Books&qid=1620160323&sr=8-207
The Only Road,1481457519,978-1481457514,https://www.amazon.com/Only-Road-Alexandra-Diaz/dp/1481457519/ref=sr_1_208?dchild=1&keywords=Caribbean+Children+Books&qid=1620160323&sr=8-208
ABC VENEZUELA: Descubriendo nuestro país de la A a la Z (Spanish Edition),,979-8551420026,https://www.amazon.com/ABC-VENEZUELA-Descubriendo-nuestro-Spanish/dp/B08MVHCT14/ref=sr_1_209?dchild=1&keywords=Caribbean+Children+Books&qid=1620160388&sr=8-209
Playing with Languages: Children and Change in a Caribbean Village,1782385169,,https://www.amazon.com/Playing-Languages-Children-Caribbean-Village-ebook/dp/B00K61X6KY/ref=sr_1_210?dchild=1&keywords=Caribbean+Children+Books&qid=1620160388&sr=8-210
Barrel Child (The Barrel Child Series Book 1),0983313407,,https://www.amazon.com/Barrel-Child-Pamela-Marshall-ebook/dp/B005G4814W/ref=sr_1_211?dchild=1&keywords=Caribbean+Children+Books&qid=1620160388&sr=8-211
Ojos del jaguar (Puertas Al Sol / Gateways to the Sun) (Spanish Edition),1631135449,978-1631135446,https://www.amazon.com/Ojos-jaguar-Puertas-Gateways-Spanish/dp/1631135449/ref=sr_1_212?dchild=1&keywords=Caribbean+Children+Books&qid=1620160388&sr=8-212
Abi and the Little Mermaid / Abi ak ti Sirèn Nan,1951446186,978-1951446185,https://www.amazon.com/Abi-Little-Mermaid-Sire%CC%80n-Nan/dp/1951446186/ref=sr_1_213?dchild=1&keywords=Caribbean+Children+Books&qid=1620160388&sr=8-213
Grandma's Records (Rise and Shine),0802776604,978-0802776600,https://www.amazon.com/Grandmas-Records-Rise-Shine-Velasquez/dp/0802776604/ref=sr_1_214?dchild=1&keywords=Caribbean+Children+Books&qid=1620160388&sr=8-214
Lotería,0593176960,978-0593176962,https://www.amazon.com/Loter%C3%ADa-Karla-Arenas-Valenti/dp/0593176960/ref=sr_1_216?dchild=1&keywords=Caribbean+Children+Books&qid=1620160388&sr=8-216
Nations Of South America: Fun Facts about South America for Kids,1635011205,,https://www.amazon.com/Nations-South-America-Facts-about-ebook/dp/B00RQXS0JW/ref=sr_1_217?dchild=1&keywords=Caribbean+Children+Books&qid=1620160388&sr=8-217
The Adventures of Pili in New York. Dual Language Books for Children ( Bilingual English - Spanish ) Cuento en español,0368592537,978-0368592539,https://www.amazon.com/Adventures-Language-Children-Bilingual-English/dp/0368592537/ref=sr_1_218?dchild=1&keywords=Caribbean+Children+Books&qid=1620160388&sr=8-218
Paola Santiago and the Forest of Nightmares,1368049346,978-1368049344,https://www.amazon.com/Paola-Santiago-Forest-Nightmares-Tehlor/dp/1368049346/ref=sr_1_219?dchild=1&keywords=Caribbean+Children+Books&qid=1620160388&sr=8-219
"Caribbean Calendar 2021-2022: April 2021 Through December 2022 Square Photo Book Monthly Planner Caribbean, small calendar",,979-8743581337,https://www.amazon.com/Caribbean-Calendar-2021-2022-December-calendar/dp/B093MCGXT4/ref=sr_1_220?dchild=1&keywords=Caribbean+Children+Books&qid=1620160388&sr=8-220
El único destino (The Only Road) (Spanish Edition),1481484427,978-1481484428,https://www.amazon.com/%C3%BAnico-destino-Only-Road-Spanish/dp/1481484427/ref=sr_1_221?dchild=1&keywords=Caribbean+Children+Books&qid=1620160388&sr=8-221
The Island of Lost Horses,,978-0007580279,https://www.amazon.com/Island-Lost-Horses-Stacy-Gregg/dp/0007580274/ref=sr_1_222?dchild=1&keywords=Caribbean+Children+Books&qid=1620160388&sr=8-222
"The Khipu and the Final Key: The Boxcar Children Great Adventure, Book 5",0807506826,,https://www.amazon.com/The-Khipu-and-Final-Key-audiobook/dp/B075S8HG8G/ref=sr_1_223?dchild=1&keywords=Caribbean+Children+Books&qid=1620160388&sr=8-223
ABCs of Countries: South America: An ABC alphabet picture book for kids,,979-8631516922,https://www.amazon.com/ABCs-Countries-America-alphabet-picture/dp/B086FVDXMT/ref=sr_1_224?dchild=1&keywords=Caribbean+Children+Books&qid=1620160388&sr=8-224
The Lost Island: A Gideon Crew Novel,1455525790,,https://www.amazon.com/Lost-Island-Gideon-Crew-Novel-ebook/dp/B00H25FIWQ/ref=sr_1_233?dchild=1&keywords=Caribbean+Children+Books&qid=1620160452&sr=8-233
"Hurricane: My Story of Resilience (I, Witness, 2)",1324016655,978-1324016656,https://www.amazon.com/Hurricane-My-Story-Resilience-Witness/dp/1324016655/ref=sr_1_234?dchild=1&keywords=Caribbean+Children+Books&qid=1620160452&sr=8-234
Introduction to Latin American Literature,0819196940,978-0819196941,https://www.amazon.com/Introduction-Latin-American-Literature-Child/dp/0819196940/ref=sr_1_235?dchild=1&keywords=Caribbean+Children+Books&qid=1620160452&sr=8-235
Disney Pirates of the Caribbean Comics Collection (Pirates of the Caribbean: Disney Comics),1772753351,978-1772753356,https://www.amazon.com/Disney-Pirates-Caribbean-Comics-Collection/dp/1772753351/ref=sr_1_236?dchild=1&keywords=Caribbean+Children+Books&qid=1620160452&sr=8-236
"Grenada Mississippi Home Is Where The Love Is Notebook: Record your memories to be a beautiful memory in the most beautiful place, 8.5x11 in ,110 Lined Pages.",,979-8746498328,https://www.amazon.com/Grenada-Mississippi-Home-Where-Notebook/dp/B093SSYV3X/ref=sr_1_237?dchild=1&keywords=Caribbean+Children+Books&qid=1620160452&sr=8-237
Looking for a Jumbie,006297081X,978-0062970817,https://www.amazon.com/Looking-Jumbie-Tracey-Baptiste/dp/006297081X/ref=sr_1_238?dchild=1&keywords=Caribbean+Children+Books&qid=1620160452&sr=8-238
From My Window,1782859772,978-1782859772,https://www.amazon.com/My-Window-Otavio-J%C3%BAnior/dp/1782859772/ref=sr_1_239?dchild=1&keywords=Caribbean+Children+Books&qid=1620160452&sr=8-239
Good Night Puerto Rico (Good Night Our World),1602195080,978-1602195080,https://www.amazon.com/Good-Night-Puerto-Rico-World/dp/1602195080/ref=sr_1_240?dchild=1&keywords=Caribbean+Children+Books&qid=1620160452&sr=8-240
Collins Social Studies Atlas for the Caribbean,8152268,978-0008152260,https://www.amazon.com/Collins-Social-Studies-Atlas-Caribbean/dp/0008152268/ref=sr_1_241?dchild=1&keywords=Caribbean+Children+Books&qid=1620160516&sr=8-241
The Zombie Chasers #6: Zombies of the Caribbean,62290258,978-0062290250,https://www.amazon.com/Zombie-Chasers-Zombies-Caribbean/dp/0062290258/ref=sr_1_242?dchild=1&keywords=Caribbean+Children+Books&qid=1620160516&sr=8-242
"Ace, Grace, and the Flying Suitcase Visit Jamaica (Ace and Grace Travel Books)",0999836013,978-0999836002,https://www.amazon.com/Grace-Flying-Suitcase-Jamaica-Travel/dp/0999836005/ref=sr_1_243?dchild=1&keywords=Caribbean+Children+Books&qid=1620160516&sr=8-243
