type,primary_city,state,zip,acceptable_cities,unacceptable_cities,county,timezone,area_codes,country
STANDARD,North Port,FL,34291,Venice,,Sarasota County,America/New_York,941,US
STANDARD,Venice,FL,34292,,,Sarasota County,America/New_York,941,US
STANDARD,Venice,FL,34293,,,Sarasota County,America/New_York,941,US
PO BOX,Englewood,FL,34295,,Inglewood,Sarasota County,America/New_York,941,US
STANDARD,Belleview,FL,34420,,,Marion County,America/New_York,352,US
PO BOX,Belleview,FL,34421,,,Marion County,America/New_York,352,US
PO BOX,Crystal River,FL,34423,,,Citrus County,America/New_York,352,US
STANDARD,Crystal River,FL,34428,,,Citrus County,America/New_York,352,US
STANDARD,Crystal River,FL,34429,,,Citrus County,America/New_York,352,US
PO BOX,Dunnellon,FL,34430,,,Marion County,America/New_York,352,US
STANDARD,Dunnellon,FL,34431,,,Marion County,America/New_York,352,US
STANDARD,Dunnellon,FL,34432,,,Marion County,America/New_York,"352,321",US
STANDARD,Dunnellon,FL,34433,"Citrus Spgs, Citrus Springs",,Citrus County,America/New_York,352,US
STANDARD,Dunnellon,FL,34434,"Citrus Spgs, Citrus Springs",,Citrus County,America/New_York,352,US
STANDARD,Floral City,FL,34436,,,Citrus County,America/New_York,352,US
STANDARD,Hernando,FL,34442,Citrus Hills,,Citrus County,America/New_York,352,US
PO BOX,Holder,FL,34445,,,Citrus County,America/New_York,352,US
STANDARD,Homosassa,FL,34446,"Homosassa Spg, Homosassa Springs",,Citrus County,America/New_York,352,US
PO BOX,Homosassa Springs,FL,34447,Homosassa Spg,,Citrus County,America/New_York,352,US
STANDARD,Homosassa,FL,34448,"Homosassa Spg, Homosassa Springs",,Citrus County,America/New_York,"352,813",US
STANDARD,Inglis,FL,34449,,,Levy County,America/New_York,352,US
STANDARD,Inverness,FL,34450,,,Citrus County,America/New_York,"813,352",US
PO BOX,Inverness,FL,34451,,,Citrus County,America/New_York,352,US
STANDARD,Inverness,FL,34452,,,Citrus County,America/New_York,352,US
STANDARD,Inverness,FL,34453,,,Citrus County,America/New_York,352,US
PO BOX,Lecanto,FL,34460,,,Citrus County,America/New_York,352,US
STANDARD,Lecanto,FL,34461,,,Citrus County,America/New_York,352,US
PO BOX,Beverly Hills,FL,34464,,,Citrus County,America/New_York,352,US
STANDARD,Beverly Hills,FL,34465,Pine Ridge,,Citrus County,America/New_York,352,US
STANDARD,Ocala,FL,34470,,,Marion County,America/New_York,"352,561",US
STANDARD,Ocala,FL,34471,,Maricamp,Marion County,America/New_York,352,US
STANDARD,Ocala,FL,34472,,Maricamp,Marion County,America/New_York,352,US
STANDARD,Ocala,FL,34473,,,Marion County,America/New_York,352,US
STANDARD,Ocala,FL,34474,,,Marion County,America/New_York,352,US
STANDARD,Ocala,FL,34475,,,Marion County,America/New_York,352,US
STANDARD,Ocala,FL,34476,,,Marion County,America/New_York,352,US
PO BOX,Ocala,FL,34477,,,Marion County,America/New_York,352,US
PO BOX,Ocala,FL,34478,,,Marion County,America/New_York,352,US
STANDARD,Ocala,FL,34479,,,Marion County,America/New_York,352,US
STANDARD,Ocala,FL,34480,,Maricamp,Marion County,America/New_York,352,US
STANDARD,Ocala,FL,34481,,,Marion County,America/New_York,352,US
STANDARD,Ocala,FL,34482,,,Marion County,America/New_York,352,US
PO BOX,Ocala,FL,34483,,,Marion County,America/New_York,352,US
STANDARD,Oxford,FL,34484,,,Sumter County,America/New_York,352,US
PO BOX,Homosassa,FL,34487,,,Citrus County,America/New_York,352,US
STANDARD,Silver Springs,FL,34488,Silver Spgs,,Marion County,America/New_York,352,US
PO BOX,Silver Springs,FL,34489,Silver Spgs,,Marion County,America/New_York,352,US
STANDARD,Summerfield,FL,34491,,,Marion County,America/New_York,352,US
PO BOX,Summerfield,FL,34492,,,Marion County,America/New_York,352,US
STANDARD,Yankeetown,FL,34498,,,Levy County,America/New_York,352,US
STANDARD,Brooksville,FL,34601,,,Hernando County,America/New_York,352,US
STANDARD,Brooksville,FL,34602,,Rolling Acres,Hernando County,America/New_York,"813,352",US
PO BOX,Brooksville,FL,34603,,,Hernando County,America/New_York,352,US
STANDARD,Brooksville,FL,34604,"Masaryktown, Spring Hill",,Hernando County,America/New_York,352,US
PO BOX,Brooksville,FL,34605,,,Hernando County,America/New_York,352,US
STANDARD,Spring Hill,FL,34606,"Brooksville, Weeki Wachee",,Hernando County,America/New_York,"352,863",US
STANDARD,Spring Hill,FL,34607,"Brooksville, Hernando Bch, Hernando Beach, Weeki Wachee",,Hernando County,America/New_York,"727,352",US
STANDARD,Spring Hill,FL,34608,Brooksville,,Hernando County,America/New_York,352,US
STANDARD,Spring Hill,FL,34609,Brooksville,,Hernando County,America/New_York,352,US
STANDARD,Spring Hill,FL,34610,"Brooksville, Shady Hills",,Pasco County,America/New_York,"813,727,352",US
PO BOX,Spring Hill,FL,34611,Brooksville,,Hernando County,America/New_York,352,US
STANDARD,Brooksville,FL,34613,"Spring Hill, Weeki Wachee",,Hernando County,America/New_York,"352,727",US
STANDARD,Brooksville,FL,34614,Weeki Wachee,,Hernando County,America/New_York,352,US
PO BOX,Istachatta,FL,34636,,,Hernando County,America/New_York,352,US
STANDARD,Land O Lakes,FL,34637,,,Pasco County,America/New_York,813,US
STANDARD,Land O Lakes,FL,34638,,,Pasco County,America/New_York,813,US
STANDARD,Land O Lakes,FL,34639,,Land O' Lakes,Pasco County,America/New_York,"352,813",US
STANDARD,New Port Richey,FL,34652,"New Prt Rchy, New Pt Richey, Nw Prt Rchy",,Pasco County,America/New_York,"727,813,407",US
STANDARD,New Port Richey,FL,34653,"New Prt Rchy, New Pt Richey",,Pasco County,America/New_York,"727,813",US
STANDARD,New Port Richey,FL,34654,"New Prt Rchy, New Pt Richey",,Pasco County,America/New_York,"727,813",US
STANDARD,New Port Richey,FL,34655,"New Prt Rchy, New Pt Richey, Trinity",Seven Springs,Pasco County,America/New_York,"727,813",US
PO BOX,New Port Richey,FL,34656,"New Prt Rchy, New Pt Richey",,Pasco County,America/New_York,727,US
PO BOX,Ozona,FL,34660,,,Pinellas County,America/New_York,727,US
PO BOX,Nobleton,FL,34661,,,Hernando County,America/New_York,352,US
STANDARD,Hudson,FL,34667,"Bayonet Point, Port Richey",,Pasco County,America/New_York,"813,727",US
STANDARD,Port Richey,FL,34668,,,Pasco County,America/New_York,"727,813",US
STANDARD,Hudson,FL,34669,Port Richey,,Pasco County,America/New_York,"813,727",US
PO BOX,Port Richey,FL,34673,,,Pasco County,America/New_York,727,US
PO BOX,Hudson,FL,34674,Port Richey,,Pasco County,America/New_York,727,US
STANDARD,Oldsmar,FL,34677,,,Pinellas County,America/New_York,"813,727",US
PO BOX,Aripeka,FL,34679,,,Pasco County,America/New_York,,US
PO BOX,Elfers,FL,34680,,,Pasco County,America/New_York,727,US
PO BOX,Crystal Beach,FL,34681,,,Pinellas County,America/New_York,727,US
PO BOX,Palm Harbor,FL,34682,,,Pinellas County,America/New_York,727,US
STANDARD,Palm Harbor,FL,34683,,,Pinellas County,America/New_York,727,US
STANDARD,Palm Harbor,FL,34684,,,Pinellas County,America/New_York,727,US
STANDARD,Palm Harbor,FL,34685,,,Pinellas County,America/New_York,"813,727",US
STANDARD,Tarpon Springs,FL,34688,"Tarpon Spgs, Tarpon Spngs",,Pinellas County,America/New_York,727,US
STANDARD,Tarpon Springs,FL,34689,"Tarpon Spgs, Tarpon Spngs",,Pinellas County,America/New_York,727,US
STANDARD,Holiday,FL,34690,"Tarpon Spgs, Tarpon Spngs, Tarpon Springs",,Pasco County,America/New_York,727,US
STANDARD,Holiday,FL,34691,"Tarpon Spgs, Tarpon Spngs, Tarpon Springs",,Pasco County,America/New_York,"727,813",US
PO BOX,Holiday,FL,34692,,Tarpon Springs,Pasco County,America/New_York,727,US
STANDARD,Safety Harbor,FL,34695,,,Pinellas County,America/New_York,727,US
PO BOX,Dunedin,FL,34697,,,Pinellas County,America/New_York,727,US
STANDARD,Dunedin,FL,34698,,,Pinellas County,America/New_York,"813,727",US
STANDARD,Astatula,FL,34705,,,Lake County,America/New_York,352,US
STANDARD,Clermont,FL,34711,,,Lake County,America/New_York,"352,407,863",US
PO BOX,Clermont,FL,34712,,,Lake County,America/New_York,352,US
PO BOX,Clermont,FL,34713,,Clermont South Branch Postal,Lake County,America/New_York,352,US
STANDARD,Clermont,FL,34714,,Clermont South Branch Postal,Lake County,America/New_York,352,US
STANDARD,Clermont,FL,34715,Minneola,Clermont South Branch Postal,Lake County,America/New_York,352,US
PO BOX,Ferndale,FL,34729,Montverde,,Lake County,America/New_York,352,US
STANDARD,Fruitland Park,FL,34731,Fruitland Pk,,Lake County,America/New_York,352,US
STANDARD,Gotha,FL,34734,,,Orange County,America/New_York,407,US
STANDARD,Groveland,FL,34736,,,Lake County,America/New_York,352,US
STANDARD,Howey In The Hills,FL,34737,"Groveland, Howey In Hls",,Lake County,America/New_York,352,US
STANDARD,Kenansville,FL,34739,,,Osceola County,America/New_York,"321,407",US
PO BOX,Killarney,FL,34740,Oakland,,Orange County,America/New_York,407,US
STANDARD,Kissimmee,FL,34741,,,Osceola County,America/New_York,"407,321",US
PO BOX,Kissimmee,FL,34742,,,Osceola County,America/New_York,407,US
STANDARD,Kissimmee,FL,34743,"Buena Ventura Lakes, Bvl",,Osceola County,America/New_York,"407,321",US
STANDARD,Kissimmee,FL,34744,,,Osceola County,America/New_York,"407,321",US
PO BOX,Kissimmee,FL,34745,,,Osceola County,America/New_York,407,US
STANDARD,Kissimmee,FL,34746,,,Osceola County,America/New_York,"407,321,813",US
STANDARD,Kissimmee,FL,34747,"Celebration, Reunion",,Osceola County,America/New_York,"321,407",US
STANDARD,Leesburg,FL,34748,,,Lake County,America/New_York,352,US
PO BOX,Leesburg,FL,34749,,,Lake County,America/New_York,352,US
STANDARD,Mascotte,FL,34753,,,Lake County,America/New_York,352,US
PO BOX,Minneola,FL,34755,,,Lake County,America/New_York,352,US
STANDARD,Montverde,FL,34756,,,Lake County,America/New_York,"407,321",US
STANDARD,Kissimmee,FL,34758,Poinciana,,Osceola County,America/New_York,"407,321",US
STANDARD,Kissimmee,FL,34759,Poinciana,,Polk County,America/New_York,"863,407,321",US
PO BOX,Oakland,FL,34760,,,Orange County,America/New_York,407,US
STANDARD,Ocoee,FL,34761,,,Orange County,America/New_York,"407,321",US
STANDARD,Okahumpka,FL,34762,,,Lake County,America/New_York,352,US
STANDARD,Saint Cloud,FL,34769,,,Osceola County,America/New_York,"407,321",US
PO BOX,Saint Cloud,FL,34770,,,Osceola County,America/New_York,407,US
STANDARD,Saint Cloud,FL,34771,"Magnolia Sq, Magnolia Square",,Osceola County,America/New_York,"407,321",US
STANDARD,Saint Cloud,FL,34772,,,Osceola County,America/New_York,"407,321",US
STANDARD,Saint Cloud,FL,34773,Harmony,,Osceola County,America/New_York,407,US
PO BOX,Winter Garden,FL,34777,,,Orange County,America/New_York,407,US
PO BOX,Winter Garden,FL,34778,,Wintergarden,Orange County,America/New_York,407,US
STANDARD,Wildwood,FL,34785,,,Sumter County,America/New_York,352,US
STANDARD,Windermere,FL,34786,,,Orange County,America/New_York,407,US
STANDARD,Winter Garden,FL,34787,Oakland,,Orange County,America/New_York,407,US
STANDARD,Leesburg,FL,34788,Haines Creek,,Lake County,America/New_York,352,US
PO BOX,Leesburg,FL,34789,,,Lake County,America/New_York,352,US
STANDARD,Yalaha,FL,34797,"Howey In Hls, Howey In The Hills",,Lake County,America/New_York,352,US
STANDARD,Fort Pierce,FL,34945,,,St Lucie County,America/New_York,772,US
STANDARD,Fort Pierce,FL,34946,,,St Lucie County,America/New_York,772,US
STANDARD,Fort Pierce,FL,34947,,,St Lucie County,America/New_York,772,US
PO BOX,Fort Pierce,FL,34948,,,St. Lucie County,America/New_York,772,US
STANDARD,Fort Pierce,FL,34949,"Hutchinson Is, Hutchinson Island",,St Lucie County,America/New_York,772,US
STANDARD,Fort Pierce,FL,34950,,,St Lucie County,America/New_York,772,US
STANDARD,Fort Pierce,FL,34951,,,St Lucie County,America/New_York,772,US
STANDARD,Port Saint Lucie,FL,34952,"Fort Pierce, Port St Lucie",,St Lucie County,America/New_York,772,US
STANDARD,Port Saint Lucie,FL,34953,"Fort Pierce, Port St Lucie, Saint Lucie West, St Lucie West",,St Lucie County,America/New_York,561,US
PO BOX,Fort Pierce,FL,34954,,,St. Lucie County,America/New_York,772,US
STANDARD,Indiantown,FL,34956,,,Martin County,America/New_York,"561,772",US
STANDARD,Jensen Beach,FL,34957,"Ocean Breeze Park, Ocean Brz Pk",,Martin County,America/New_York,772,US
PO BOX,Jensen Beach,FL,34958,,,Martin County,America/New_York,772,US
STANDARD,Okeechobee,FL,34972,"Basinger, Yeehaw, Yeehaw Junction",,Okeechobee County,America/New_York,"863,407",US
PO BOX,Okeechobee,FL,34973,,,Okeechobee County,America/New_York,941,US
STANDARD,Okeechobee,FL,34974,,,Okeechobee County,America/New_York,863,US
PO BOX,Fort Pierce,FL,34979,,,St. Lucie County,America/New_York,772,US
STANDARD,Fort Pierce,FL,34981,,,St Lucie County,America/New_York,772,US
STANDARD,Fort Pierce,FL,34982,,,St Lucie County,America/New_York,772,US
STANDARD,Port Saint Lucie,FL,34983,"Fort Pierce, Port St Lucie, Saint Lucie West, St Lucie West",,St Lucie County,America/New_York,"561,772",US
STANDARD,Port Saint Lucie,FL,34984,"Fort Pierce, Port St Lucie",,St Lucie County,America/New_York,772,US
PO BOX,Port Saint Lucie,FL,34985,"Fort Pierce, Port St Lucie",,St. Lucie County,America/New_York,772,US
STANDARD,Port Saint Lucie,FL,34986,"Fort Pierce, Port St Lucie, Saint Lucie West, St Lucie West",,St Lucie County,America/New_York,"561,772",US
STANDARD,Port Saint Lucie,FL,34987,"Fort Pierce, Port St Lucie, Saint Lucie West, St Lucie West",,St Lucie County,America/New_York,772,US
PO BOX,Port Saint Lucie,FL,34988,"Fort Pierce, Port St Lucie, Saint Lucie West, St Lucie West",,St. Lucie County,America/New_York,772,US
