type,primary_city,state,zip,acceptable_cities,unacceptable_cities,county,timezone,area_codes,country
STANDARD,Berkshire,MA,1224,Lanesboro,,Berkshire County,America/New_York,413,US
STANDARD,Cheshire,MA,1225,,,Berkshire County,America/New_York,413,US
STANDARD,Dalton,MA,1226,,,Berkshire County,America/New_York,413,US
PO BOX,Dalton,MA,1227,,,Berkshire County,America/New_York,413,US
PO BOX,Glendale,MA,1229,,,Berkshire County,America/New_York,413,US
STANDARD,Great Barrington,MA,1230,"Egremont, Gt Barrington, N Egremont, New Marlboro, New Marlborou, New Marlborough, North Egremont, Simons Rock","Alford, Berkshire Heights, Hartsville, Risingdale, Van Deusenville",Berkshire County,America/New_York,413,US
STANDARD,Hinsdale,MA,1235,Peru,,Berkshire County,America/New_York,413,US
STANDARD,Housatonic,MA,1236,,,Berkshire County,America/New_York,413,US
STANDARD,Lanesboro,MA,1237,"Hancock, New Ashford",Lanesborough,Berkshire County,America/New_York,413,US
STANDARD,Lee,MA,1238,,W Becket,Berkshire County,America/New_York,413,US
STANDARD,Lenox,MA,1240,,,Berkshire County,America/New_York,413,US
PO BOX,Lenox Dale,MA,1242,,,Berkshire County,America/New_York,413,US
PO BOX,Middlefield,MA,1243,,,Hampshire County,America/New_York,413,US
PO BOX,Mill River,MA,1244,,,Berkshire County,America/New_York,413,US
STANDARD,Monterey,MA,1245,West Otis,,Berkshire County,America/New_York,413,US
STANDARD,North Adams,MA,1247,"Clarksburg, Florida","N Adams, No Adams",Berkshire County,America/New_York,413,US
PO BOX,North Egremont,MA,1252,N Egremont,No Egremont,Berkshire County,America/New_York,413,US
STANDARD,Otis,MA,1253,,"Cold Spring, North Otis",Berkshire County,America/New_York,413,US
STANDARD,Richmond,MA,1254,,,Berkshire County,America/New_York,413,US
STANDARD,Sandisfield,MA,1255,,South Sandisfield,Berkshire County,America/New_York,413,US
STANDARD,Savoy,MA,1256,,,Berkshire County,America/New_York,413,US
STANDARD,Sheffield,MA,1257,,,Berkshire County,America/New_York,413,US
STANDARD,South Egremont,MA,1258,"Mount Washington, Mt Washington, S Egremont",So Egremont,Berkshire County,America/New_York,413,US
STANDARD,Southfield,MA,1259,,,Berkshire County,America/New_York,413,US
PO BOX,South Lee,MA,1260,,,Berkshire County,America/New_York,413,US
PO BOX,Stockbridge,MA,1262,,,Berkshire County,America/New_York,413,US
UNIQUE,Stockbridge,MA,1263,,"Assoc Of Marian Helpers, Marian Helpers, Marion Fathers",Berkshire County,America/New_York,413,US
PO BOX,Tyringham,MA,1264,Lee,,Berkshire County,America/New_York,413,US
STANDARD,West Stockbridge,MA,1266,"Alford, W Stockbridge","Interlaken, West Stockbridge Center",Berkshire County,America/New_York,413,US
STANDARD,Williamstown,MA,1267,,"Williamstn, Wmstown",Berkshire County,America/New_York,413,US
STANDARD,Windsor,MA,1270,,East Windsor,Berkshire County,America/New_York,413,US
STANDARD,Greenfield,MA,1301,Leyden,,Franklin County,America/New_York,413,US
PO BOX,Greenfield,MA,1302,,,Franklin County,America/New_York,413,US
STANDARD,Ashfield,MA,1330,,South Ashfield,Franklin County,America/New_York,413,US
STANDARD,Athol,MA,1331,Phillipston,Royalston,Worcester County,America/New_York,978,US
STANDARD,Bernardston,MA,1337,Leyden,,Franklin County,America/New_York,413,US
STANDARD,Buckland,MA,1338,,,Franklin County,America/New_York,413,US
STANDARD,Charlemont,MA,1339,Hawley,West Hawley,Franklin County,America/New_York,413,US
STANDARD,Colrain,MA,1340,Shattuckville,,Franklin County,America/New_York,413,US
STANDARD,Conway,MA,1341,,,Franklin County,America/New_York,413,US
STANDARD,Deerfield,MA,1342,,"East Deerfield, West Deerfield",Franklin County,America/New_York,413,US
STANDARD,Drury,MA,1343,,Charlemont,Berkshire County,America/New_York,413,US
STANDARD,Erving,MA,1344,,"Farley, Stoneville",Franklin County,America/New_York,"413,978",US
STANDARD,Heath,MA,1346,Charlemont,,Franklin County,America/New_York,413,US
PO BOX,Lake Pleasant,MA,1347,,,Franklin County,America/New_York,413,US
STANDARD,Millers Falls,MA,1349,,Turners Falls,Franklin County,America/New_York,413,US
PO BOX,Monroe Bridge,MA,1350,Monroe,,Franklin County,America/New_York,413,US
STANDARD,Montague,MA,1351,,,Franklin County,America/New_York,413,US
STANDARD,Gill,MA,1354,"Mount Hermon, Mt Hermon, Northfield Mount Hermon, Northfield Mt Hermon",,Franklin County,America/New_York,413,US
STANDARD,New Salem,MA,1355,,Orange,Franklin County,America/New_York,978,US
STANDARD,Northfield,MA,1360,,"N Field, No Field",Franklin County,America/New_York,413,US
STANDARD,Orange,MA,1364,Warwick,"Blissville, Eagleville, Lake Mattawa, N Orange, New Salem, North Orange",Franklin County,America/New_York,978,US
STANDARD,Petersham,MA,1366,,,Worcester County,America/New_York,978,US
STANDARD,Rowe,MA,1367,,"Hoosac Tunnel, Zoar",Franklin County,America/New_York,413,US
STANDARD,Royalston,MA,1368,S Royalston,Athol,Worcester County,America/New_York,978,US
STANDARD,Shelburne Falls,MA,1370,Shelburne Fls,"Baptist Corner, East Charlemont, Shelburne",Franklin County,America/New_York,413,US
STANDARD,South Deerfield,MA,1373,S Deerfield,"So Deerfield, Whately",Franklin County,America/New_York,413,US
STANDARD,Sunderland,MA,1375,,,Franklin County,America/New_York,413,US
STANDARD,Turners Falls,MA,1376,,,Franklin County,America/New_York,413,US
STANDARD,Warwick,MA,1378,Orange,,Franklin County,America/New_York,978,US
STANDARD,Wendell,MA,1379,,,Franklin County,America/New_York,978,US
STANDARD,Wendell Depot,MA,1380,,,Franklin County,America/New_York,,US
STANDARD,Fitchburg,MA,1420,,,Worcester County,America/New_York,"978,617",US
STANDARD,Ashburnham,MA,1430,,South Ashburnham,Worcester County,America/New_York,978,US
STANDARD,Ashby,MA,1431,,,Middlesex County,America/New_York,978,US
STANDARD,Ayer,MA,1432,,"Devens, Fort Devens, Ft Devens",Middlesex County,America/New_York,978,US
STANDARD,Devens,MA,1434,Ayer,,Worcester County,America/New_York,,US
STANDARD,Baldwinville,MA,1436,,Otter River,Worcester County,America/New_York,978,US
PO BOX,East Templeton,MA,1438,E Templeton,,Worcester County,America/New_York,978,US
STANDARD,Gardner,MA,1440,,,Worcester County,America/New_York,978,US
UNIQUE,Westminster,MA,1441,,"Gardner, Tyco",Worcester County,America/New_York,978,US
STANDARD,Groton,MA,1450,,,Middlesex County,America/New_York,978,US
STANDARD,Harvard,MA,1451,,,Worcester County,America/New_York,"978,617",US
STANDARD,Hubbardston,MA,1452,,,Worcester County,America/New_York,978,US
STANDARD,Leominster,MA,1453,,,Worcester County,America/New_York,"978,508",US
STANDARD,Littleton,MA,1460,,Pingryville,Middlesex County,America/New_York,"978,508,781",US
STANDARD,Lunenburg,MA,1462,,,Worcester County,America/New_York,978,US
STANDARD,Pepperell,MA,1463,,"E Pepperell, East Pepperell",Middlesex County,America/New_York,978,US
STANDARD,Shirley,MA,1464,"Shirley Center, Shirley Ctr",,Middlesex County,America/New_York,978,US
PO BOX,Still River,MA,1467,,,Worcester County,America/New_York,978,US
STANDARD,Templeton,MA,1468,,,Worcester County,America/New_York,978,US
STANDARD,Townsend,MA,1469,,,Middlesex County,America/New_York,978,US
UNIQUE,Groton,MA,1470,,New England Business,Middlesex County,America/New_York,351,US
UNIQUE,Groton,MA,1471,,New England Business Svc Inc,Middlesex County,America/New_York,351,US
PO BOX,West Groton,MA,1472,,W Groton,Middlesex County,America/New_York,978,US
STANDARD,Westminster,MA,1473,,,Worcester County,America/New_York,978,US
STANDARD,West Townsend,MA,1474,"Townsend, W Townsend",,Middlesex County,America/New_York,978,US
STANDARD,Winchendon,MA,1475,,,Worcester County,America/New_York,978,US
PO BOX,Winchendon Springs,MA,1477,Winchdon Spgs,,Worcester County,America/New_York,,US
STANDARD,Auburn,MA,1501,,,Worcester County,America/New_York,"508,774",US
STANDARD,Berlin,MA,1503,,,Worcester County,America/New_York,978,US
STANDARD,Blackstone,MA,1504,,"E Blackstone, East Blackstone, Millerville",Worcester County,America/New_York,"508,774",US
STANDARD,Boylston,MA,1505,,Morningdale,Worcester County,America/New_York,"508,774",US
STANDARD,Brookfield,MA,1506,,,Worcester County,America/New_York,"508,413",US
STANDARD,Charlton,MA,1507,,,Worcester County,America/New_York,"508,774",US
PO BOX,Charlton City,MA,1508,,Richardson Corners,Worcester County,America/New_York,,US
PO BOX,Charlton Depot,MA,1509,"Charlton Dept, Charlton Dpt",,Worcester County,America/New_York,,US
STANDARD,Clinton,MA,1510,,,Worcester County,America/New_York,"978,617",US
STANDARD,East Brookfield,MA,1515,E Brookfield,,Worcester County,America/New_York,"508,774",US
STANDARD,Douglas,MA,1516,East Douglas,,Worcester County,America/New_York,"508,774",US
PO BOX,East Princeton,MA,1517,E Princeton,,Worcester County,America/New_York,,US
STANDARD,Fiskdale,MA,1518,Sturbridge,,Worcester County,America/New_York,"508,774",US
STANDARD,Grafton,MA,1519,,Hassanamisco Indian Reservat,Worcester County,America/New_York,"508,774",US
STANDARD,Holden,MA,1520,,,Worcester County,America/New_York,"508,774",US
STANDARD,Holland,MA,1521,Fiskdale,Halland,Hampden County,America/New_York,"413,508",US
STANDARD,Jefferson,MA,1522,,,Worcester County,America/New_York,508,US
STANDARD,Lancaster,MA,1523,,North Lancaster,Worcester County,America/New_York,978,US
STANDARD,Leicester,MA,1524,,,Worcester County,America/New_York,"508,774",US
PO BOX,Linwood,MA,1525,,,Worcester County,America/New_York,508,US
PO BOX,Manchaug,MA,1526,,,Worcester County,America/New_York,508,US
STANDARD,Millbury,MA,1527,,East Millbury,Worcester County,America/New_York,"508,774",US
STANDARD,Millville,MA,1529,,,Worcester County,America/New_York,508,US
STANDARD,New Braintree,MA,1531,,,Worcester County,America/New_York,"413,508,774",US
STANDARD,Northborough,MA,1532,,Northboro,Worcester County,America/New_York,"508,774",US
STANDARD,Northbridge,MA,1534,,Rockdale,Worcester County,America/New_York,508,US
STANDARD,North Brookfield,MA,1535,N Brookfield,,Worcester County,America/New_York,508,US
STANDARD,North Grafton,MA,1536,,"N Grafton, No Grafton",Worcester County,America/New_York,508,US
STANDARD,North Oxford,MA,1537,,,Worcester County,America/New_York,508,US
PO BOX,North Uxbridge,MA,1538,N Uxbridge,,Worcester County,America/New_York,508,US
STANDARD,Oxford,MA,1540,,,Worcester County,America/New_York,508,US
STANDARD,Princeton,MA,1541,,,Worcester County,America/New_York,978,US
STANDARD,Rochdale,MA,1542,,,Worcester County,America/New_York,508,US
STANDARD,Rutland,MA,1543,,,Worcester County,America/New_York,"508,774",US
STANDARD,Shrewsbury,MA,1545,,Edgemere,Worcester County,America/New_York,"508,774",US
UNIQUE,Shrewsbury,MA,1546,,Central Mass P & D Ctr,Worcester County,America/New_York,508,US
STANDARD,Southbridge,MA,1550,,"Globe Village, Sandersdale",Worcester County,America/New_York,"508,774",US
STANDARD,South Grafton,MA,1560,,Saundersville,Worcester County,America/New_York,508,US
PO BOX,South Lancaster,MA,1561,S Lancaster,So Lancaster,Worcester County,America/New_York,978,US
STANDARD,Spencer,MA,1562,,Lambs Grove,Worcester County,America/New_York,"508,774",US
STANDARD,Sterling,MA,1564,,Sterling Junction,Worcester County,America/New_York,978,US
STANDARD,Sturbridge,MA,1566,,,Worcester County,America/New_York,"508,774",US
STANDARD,Upton,MA,1568,,"W Upton, West Upton",Worcester County,America/New_York,"508,774",US
STANDARD,Uxbridge,MA,1569,,,Worcester County,America/New_York,"508,774",US
STANDARD,Webster,MA,1570,Dudley Hill,,Worcester County,America/New_York,"508,617,774",US
STANDARD,Dudley,MA,1571,,,Worcester County,America/New_York,508,US
UNIQUE,Westborough,MA,1580,,"Emc, Westboro",Worcester County,America/New_York,508,US
STANDARD,Westborough,MA,1581,,Westboro,Worcester County,America/New_York,"508,617,774",US
UNIQUE,Westborough,MA,1582,,"National Grid Co, Westboro",Worcester County,America/New_York,508,US
STANDARD,West Boylston,MA,1583,,"Oakdale, Westboylston",Worcester County,America/New_York,"508,978",US
STANDARD,West Brookfield,MA,1585,W Brookfield,Westbrookfield,Worcester County,America/New_York,"508,413",US
PO BOX,West Millbury,MA,1586,Millbury,,Worcester County,America/New_York,,US
STANDARD,Whitinsville,MA,1588,Linwood,,Worcester County,America/New_York,"508,774",US
STANDARD,Sutton,MA,1590,"Wilkinsonvile, Wilkinsonville",,Worcester County,America/New_York,508,US
PO BOX,Worcester,MA,1601,,,Worcester County,America/New_York,508,US
STANDARD,Worcester,MA,1602,,West Side,Worcester County,America/New_York,508,US
STANDARD,Worcester,MA,1603,,Webster Square,Worcester County,America/New_York,508,US
STANDARD,Worcester,MA,1604,,,Worcester County,America/New_York,508,US
STANDARD,Worcester,MA,1605,,,Worcester County,America/New_York,508,US
STANDARD,Worcester,MA,1606,,Greendale,Worcester County,America/New_York,508,US
STANDARD,Worcester,MA,1607,,,Worcester County,America/New_York,508,US
STANDARD,Worcester,MA,1608,,,Worcester County,America/New_York,"508,774,978",US
STANDARD,Worcester,MA,1609,,,Worcester County,America/New_York,"508,774,978",US
STANDARD,Worcester,MA,1610,,,Worcester County,America/New_York,"508,774",US
STANDARD,Cherry Valley,MA,1611,,,Worcester County,America/New_York,508,US
STANDARD,Paxton,MA,1612,Worcester,,Worcester County,America/New_York,508,US
PO BOX,Worcester,MA,1613,,,Worcester County,America/New_York,508,US
PO BOX,Worcester,MA,1614,,,Worcester County,America/New_York,508,US
PO BOX,Worcester,MA,1615,,,Worcester County,America/New_York,508,US
UNIQUE,Worcester,MA,1653,,Allmerica,Worcester County,America/New_York,508,US
UNIQUE,Worcester,MA,1654,,Verizon,Worcester County,America/New_York,508,US
STANDARD,Worcester,MA,1655,,,Worcester County,America/New_York,508,US
STANDARD,Framingham,MA,1701,,"Framingham Center, Framingham So, Saxonville",Middlesex County,America/New_York,"508,617,774,781,978",US
STANDARD,Framingham,MA,1702,,,Middlesex County,America/New_York,508,US
PO BOX,Framingham,MA,1703,,,Middlesex County,America/New_York,508,US
PO BOX,Framingham,MA,1704,,,Middlesex County,America/New_York,508,US
PO BOX,Framingham,MA,1705,,,Middlesex County,America/New_York,508,US
STANDARD,Village Of Nagog Woods,MA,1718,"Acton, Vlg Nagog Wds",Vlg Of Nagog Woods,Middlesex County,America/New_York,978,US
STANDARD,Boxborough,MA,1719,"Acton, Boxboro",,Middlesex County,America/New_York,978,US
STANDARD,Acton,MA,1720,,"W Acton, West Acton",Middlesex County,America/New_York,"978,508,617,781",US
STANDARD,Ashland,MA,1721,,,Middlesex County,America/New_York,"508,617",US
STANDARD,Bedford,MA,1730,,,Middlesex County,America/New_York,781,US
STANDARD,Hanscom Afb,MA,1731,Bedford,,Middlesex County,America/New_York,781,US
STANDARD,Bolton,MA,1740,,,Worcester County,America/New_York,978,US
STANDARD,Carlisle,MA,1741,,,Middlesex County,America/New_York,978,US
STANDARD,Concord,MA,1742,,"W Concord, West Concord",Middlesex County,America/New_York,"508,978",US
STANDARD,Fayville,MA,1745,Southborough,Southboro,Worcester County,America/New_York,508,US
STANDARD,Holliston,MA,1746,,,Middlesex County,America/New_York,"508,774",US
STANDARD,Hopedale,MA,1747,,,Worcester County,America/New_York,508,US
STANDARD,Hopkinton,MA,1748,,,Middlesex County,America/New_York,"508,774",US
STANDARD,Hudson,MA,1749,,,Middlesex County,America/New_York,"508,978",US
STANDARD,Marlborough,MA,1752,,Marlboro,Middlesex County,America/New_York,"508,978,774",US
STANDARD,Maynard,MA,1754,,,Middlesex County,America/New_York,978,US
STANDARD,Mendon,MA,1756,,,Worcester County,America/New_York,508,US
STANDARD,Milford,MA,1757,,,Worcester County,America/New_York,"508,617,774",US
STANDARD,Natick,MA,1760,,"N Natick, No Natick, North Natick, S Natick, So Natick, South Natick",Middlesex County,America/New_York,"508,617",US
STANDARD,Sherborn,MA,1770,,,Middlesex County,America/New_York,508,US
STANDARD,Southborough,MA,1772,,Southboro,Worcester County,America/New_York,"508,978",US
STANDARD,Lincoln,MA,1773,,Lincoln Center,Middlesex County,America/New_York,"978,781",US
STANDARD,Stow,MA,1775,,,Middlesex County,America/New_York,978,US
STANDARD,Sudbury,MA,1776,,"N Sudbury, North Sudbury",Middlesex County,America/New_York,"508,978",US
STANDARD,Wayland,MA,1778,,Cochituate,Middlesex County,America/New_York,"508,978",US
PO BOX,Woodville,MA,1784,,,Middlesex County,America/New_York,,US
STANDARD,Woburn,MA,1801,,,Middlesex County,America/New_York,"508,781,978,339,617",US
STANDARD,Burlington,MA,1803,,,Middlesex County,America/New_York,"617,781,508,978,339",US
UNIQUE,Burlington,MA,1805,,Lahey Clinic Med Ctr,Middlesex County,America/New_York,781,US
UNIQUE,Woburn,MA,1806,At&t,,Middlesex County,America/New_York,339,US
UNIQUE,Woburn,MA,1807,,National Grid,Middlesex County,America/New_York,339,US
UNIQUE,Woburn,MA,1808,,At&t,Middlesex County,America/New_York,339,US
STANDARD,Andover,MA,1810,,,Essex County,America/New_York,"978,617,781",US
UNIQUE,Andover,MA,1812,,Internal Revenue Service,Essex County,America/New_York,351,US
UNIQUE,Woburn,MA,1813,,Mellon Financial Services,Middlesex County,America/New_York,339,US
UNIQUE,Woburn,MA,1815,,Bank Of America,Middlesex County,America/New_York,339,US
STANDARD,Billerica,MA,1821,,,Middlesex County,America/New_York,"617,978",US
PO BOX,Billerica,MA,1822,,,Middlesex County,America/New_York,351,US
STANDARD,Chelmsford,MA,1824,"Kates Corner, S Chelmsford",,Middlesex County,America/New_York,978,US
STANDARD,Dracut,MA,1826,,,Middlesex County,America/New_York,"978,617",US
STANDARD,Dunstable,MA,1827,,,Middlesex County,America/New_York,"978,617",US
STANDARD,Haverhill,MA,1830,,,Essex County,America/New_York,978,US
PO BOX,Haverhill,MA,1831,,,Essex County,America/New_York,978,US
STANDARD,Haverhill,MA,1832,,,Essex County,America/New_York,"978,508",US
STANDARD,Georgetown,MA,1833,Haverhill,,Essex County,America/New_York,978,US
STANDARD,Groveland,MA,1834,,,Essex County,America/New_York,978,US
STANDARD,Haverhill,MA,1835,"Bradford, Ward Hill",,Essex County,America/New_York,978,US
STANDARD,Lawrence,MA,1840,,,Essex County,America/New_York,978,US
STANDARD,Lawrence,MA,1841,,,Essex County,America/New_York,"978,508",US
PO BOX,Lawrence,MA,1842,,,Essex County,America/New_York,351,US
STANDARD,Lawrence,MA,1843,,"S Lawrence, South Lawrence",Essex County,America/New_York,"978,508",US
STANDARD,Methuen,MA,1844,,,Essex County,America/New_York,"781,978",US
STANDARD,North Andover,MA,1845,,N Andover,Essex County,America/New_York,978,US
STANDARD,Lowell,MA,1850,,,Middlesex County,America/New_York,978,US
STANDARD,Lowell,MA,1851,,,Middlesex County,America/New_York,"508,978,617",US
STANDARD,Lowell,MA,1852,,,Middlesex County,America/New_York,"508,978",US
PO BOX,Lowell,MA,1853,,,Middlesex County,America/New_York,351,US
STANDARD,Lowell,MA,1854,,,Middlesex County,America/New_York,978,US
STANDARD,Merrimac,MA,1860,,,Essex County,America/New_York,978,US
STANDARD,North Billerica,MA,1862,N Billerica,Billerica,Middlesex County,America/New_York,"978,617,508",US
STANDARD,North Chelmsford,MA,1863,N Chelmsford,,Middlesex County,America/New_York,"978,617",US
STANDARD,North Reading,MA,1864,,N Reading,Middlesex County,America/New_York,978,US
PO BOX,Nutting Lake,MA,1865,,Nuttings Lake,Middlesex County,America/New_York,,US
PO BOX,Pinehurst,MA,1866,,,Middlesex County,America/New_York,,US
STANDARD,Reading,MA,1867,,,Middlesex County,America/New_York,"781,617",US
STANDARD,Tewksbury,MA,1876,,,Middlesex County,America/New_York,"978,617",US
STANDARD,Tyngsboro,MA,1879,,Tyngsborough,Middlesex County,America/New_York,978,US
STANDARD,Wakefield,MA,1880,,,Middlesex County,America/New_York,"617,781,339",US
PO BOX,West Boxford,MA,1885,,,Essex County,America/New_York,,US
STANDARD,Westford,MA,1886,,"Forge Village, Nabnasset",Middlesex County,America/New_York,"978,508",US
STANDARD,Wilmington,MA,1887,,,Middlesex County,America/New_York,"508,978,781,617",US
PO BOX,Woburn,MA,1888,,,Middlesex County,America/New_York,781,US
UNIQUE,North Reading,MA,1889,,"Massachusetts District, N Reading",Middlesex County,America/New_York,351,US
STANDARD,Winchester,MA,1890,,,Middlesex County,America/New_York,"781,978,617",US
UNIQUE,Andover,MA,1899,,Bar Coded I R S,Essex County,America/New_York,351,US
STANDARD,Lynn,MA,1901,,,Essex County,America/New_York,781,US
STANDARD,Lynn,MA,1902,,,Essex County,America/New_York,"617,781,339",US
PO BOX,Lynn,MA,1903,,,Essex County,America/New_York,339,US
STANDARD,Lynn,MA,1904,East Lynn,,Essex County,America/New_York,"781,978",US
STANDARD,Lynn,MA,1905,West Lynn,,Essex County,America/New_York,"781,617,339",US
STANDARD,Saugus,MA,1906,,,Essex County,America/New_York,"617,781,978,339",US
STANDARD,Swampscott,MA,1907,,,Essex County,America/New_York,"781,978",US
STANDARD,Nahant,MA,1908,,,Essex County,America/New_York,"781,617",US
UNIQUE,Lynn,MA,1910,,General Elec Co,Essex County,America/New_York,339,US
STANDARD,Amesbury,MA,1913,,,Essex County,America/New_York,978,US
STANDARD,Beverly,MA,1915,,Beverly Farms,Essex County,America/New_York,"978,781,508",US
STANDARD,Boxford,MA,1921,,,Essex County,America/New_York,"508,978",US
STANDARD,Byfield,MA,1922,Newbury,,Essex County,America/New_York,"617,978",US
STANDARD,Danvers,MA,1923,,,Essex County,America/New_York,"978,617,351",US
STANDARD,Essex,MA,1929,,,Essex County,America/New_York,978,US
STANDARD,Gloucester,MA,1930,,Magnolia,Essex County,America/New_York,978,US
PO BOX,Gloucester,MA,1931,,,Essex County,America/New_York,351,US
PO BOX,Hamilton,MA,1936,,,Essex County,America/New_York,978,US
PO BOX,Hathorne,MA,1937,,,Essex County,America/New_York,978,US
STANDARD,Ipswich,MA,1938,,,Essex County,America/New_York,978,US
STANDARD,Lynnfield,MA,1940,,South Lynnfield,Essex County,America/New_York,781,US
STANDARD,Manchester,MA,1944,Manchester By The Sea,,Essex County,America/New_York,"978,508",US
STANDARD,Marblehead,MA,1945,,Mhead,Essex County,America/New_York,"781,617",US
STANDARD,Middleton,MA,1949,,,Essex County,America/New_York,978,US
STANDARD,Newburyport,MA,1950,,Plum Island,Essex County,America/New_York,978,US
STANDARD,Newbury,MA,1951,Newburyport,Plum Island,Essex County,America/New_York,978,US
STANDARD,Salisbury,MA,1952,"Salisbury Bch, Salisbury Beach",,Essex County,America/New_York,978,US
STANDARD,Peabody,MA,1960,,West Peabody,Essex County,America/New_York,"978,508,617",US
PO BOX,Peabody,MA,1961,,,Essex County,America/New_York,508,US
PO BOX,Prides Crossing,MA,1965,Prides Crssng,,Essex County,America/New_York,,US
STANDARD,Rockport,MA,1966,,Pigeon Cove,Essex County,America/New_York,"978,508",US
STANDARD,Rowley,MA,1969,,,Essex County,America/New_York,978,US
STANDARD,Salem,MA,1970,,,Essex County,America/New_York,"978,781,617",US
PO BOX,Salem,MA,1971,,,Essex County,America/New_York,351,US
STANDARD,South Hamilton,MA,1982,S Hamilton,Hamilton,Essex County,America/New_York,"508,617,978",US
STANDARD,Topsfield,MA,1983,,,Essex County,America/New_York,978,US
STANDARD,Wenham,MA,1984,,,Essex County,America/New_York,978,US
STANDARD,West Newbury,MA,1985,,,Essex County,America/New_York,978,US
PO BOX,Accord,MA,2018,Hingham,Norwell,Plymouth County,America/New_York,,US
STANDARD,Bellingham,MA,2019,,,Norfolk County,America/New_York,"508,774",US
PO BOX,Brant Rock,MA,2020,,Marshfield,Plymouth County,America/New_York,,US
STANDARD,Canton,MA,2021,,,Norfolk County,America/New_York,"781,617,339",US
STANDARD,Cohasset,MA,2025,,,Norfolk County,America/New_York,"781,617,339",US
STANDARD,Dedham,MA,2026,,,Norfolk County,America/New_York,"617,781",US
PO BOX,Dedham,MA,2027,,,Norfolk County,America/New_York,339,US
STANDARD,Dover,MA,2030,,,Norfolk County,America/New_York,"508,781,774",US
STANDARD,East Mansfield,MA,2031,"Mansfield, E Mansfield",,Bristol County,America/New_York,508,US
STANDARD,East Walpole,MA,2032,,"E Walpole, Walpole",Norfolk County,America/New_York,"508,774,339,781",US
STANDARD,Foxboro,MA,2035,Foxborough,,Norfolk County,America/New_York,"508,781,774",US
STANDARD,Franklin,MA,2038,,,Norfolk County,America/New_York,"508,774",US
PO BOX,Greenbush,MA,2040,Scituate,,Plymouth County,America/New_York,,US
PO BOX,Green Harbor,MA,2041,,Marshfield,Plymouth County,America/New_York,781,US
STANDARD,Hingham,MA,2043,,Accord,Plymouth County,America/New_York,"617,781,339",US
UNIQUE,Hingham,MA,2044,,Shared Firm Zip Code,Plymouth County,America/New_York,339,US
STANDARD,Hull,MA,2045,,Nantasket Beach,Plymouth County,America/New_York,781,US
PO BOX,Humarock,MA,2047,,Marshfield,Plymouth County,America/New_York,781,US
STANDARD,Mansfield,MA,2048,,,Bristol County,America/New_York,"508,978,781,774",US
STANDARD,Marshfield,MA,2050,,,Plymouth County,America/New_York,"781,339",US
PO BOX,Marshfield Hills,MA,2051,Marshfld Hls,Marshfield,Plymouth County,America/New_York,,US
STANDARD,Medfield,MA,2052,,,Norfolk County,America/New_York,"508,617,774",US
STANDARD,Medway,MA,2053,,,Norfolk County,America/New_York,"508,774",US
STANDARD,Millis,MA,2054,,,Norfolk County,America/New_York,"508,781,774",US
PO BOX,Minot,MA,2055,Scituate,,Plymouth County,America/New_York,,US
STANDARD,Norfolk,MA,2056,,,Norfolk County,America/New_York,508,US
PO BOX,North Marshfield,MA,2059,N Marshfield,Marshfield,Plymouth County,America/New_York,,US
PO BOX,North Scituate,MA,2060,"N Scituate, Scituate",,Plymouth County,America/New_York,,US
STANDARD,Norwell,MA,2061,,,Plymouth County,America/New_York,"781,339",US
STANDARD,Norwood,MA,2062,,,Norfolk County,America/New_York,"617,781,508",US
PO BOX,Ocean Bluff,MA,2065,Marshfield,,Plymouth County,America/New_York,,US
STANDARD,Scituate,MA,2066,,"Scituate Center, Scituate Harbor",Plymouth County,America/New_York,"617,781,339",US
STANDARD,Sharon,MA,2067,,,Norfolk County,America/New_York,"781,339",US
PO BOX,Sheldonville,MA,2070,,Wrentham,Norfolk County,America/New_York,,US
STANDARD,South Walpole,MA,2071,,"S Walpole, Walpole",Norfolk County,America/New_York,"508,774",US
STANDARD,Stoughton,MA,2072,,,Norfolk County,America/New_York,"508,781,617",US
STANDARD,Walpole,MA,2081,,,Norfolk County,America/New_York,"508,774,781",US
STANDARD,Westwood,MA,2090,,Islington,Norfolk County,America/New_York,"781,617,339",US
STANDARD,Wrentham,MA,2093,,,Norfolk County,America/New_York,"508,774",US
STANDARD,Boston,MA,2108,,,Suffolk County,America/New_York,"617,781,508,857",US
STANDARD,Boston,MA,2109,,,Suffolk County,America/New_York,617,US
STANDARD,Boston,MA,2110,,,Suffolk County,America/New_York,"617,857,508,774,781,000",US
STANDARD,Boston,MA,2111,,,Suffolk County,America/New_York,"617,781,978",US
PO BOX,Boston,MA,2112,,,Suffolk County,America/New_York,617,US
STANDARD,Boston,MA,2113,,,Suffolk County,America/New_York,617,US
STANDARD,Boston,MA,2114,,,Suffolk County,America/New_York,"508,617,781,857",US
STANDARD,Boston,MA,2115,,,Suffolk County,America/New_York,"617,857",US
STANDARD,Boston,MA,2116,,,Suffolk County,America/New_York,"617,508,781,978",US
PO BOX,Boston,MA,2117,,,Suffolk County,America/New_York,617,US
STANDARD,Boston,MA,2118,Roxbury,,Suffolk County,America/New_York,"617,781,857",US
STANDARD,Roxbury,MA,2119,Boston,,Suffolk County,America/New_York,"508,617,978",US
STANDARD,Roxbury Crossing,MA,2120,"Boston, Mission Hill, Roxbury, Roxbury Xing",,Suffolk County,America/New_York,"617,857",US
